"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"International Journal of Biochemistry and Cell Biology","Cell Biology and Developmental Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/the-international-journal-of-biochemistry-and-cell-biology","3202","0.937","Q2 (Biochemistry)","219","No","1878-5875","1357-2725"
"International Journal of Food Microbiology","Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","Hybrid","International Union of Microbiological Societies","Society/Association","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-food-microbiology","4743","1.116","Q1 (Food Science; Medicine; Safety, Risk, Reliability and Quality)","237","No","1879-3460","0168-1605"
"International Journal of Medical Microbiology","Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","OA","Deutsche Gesellschaft für Hygiene und Mikrobiologie (DGHM)","Society/Association","Germany","https://www.sciencedirect.com/journal/international-journal-of-medical-microbiology","2399","0.93","Q1 (Medicine)","118","No","1618-0607","1438-4221"
"International Journal of Pharmaceutics","Pharmacology and Toxicology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-pharmaceutics","3743","0.977","Q1 (Pharmaceutical Science)","279","No","1873-3476","0378-5173"
"International Journal of Systematic and Evolutionary Microbiology","Microbiology and Infectious Diseases","Microbiology Society; International Committee on Systematics of Prokaryotes; International Union of Microbiological Societies","Non-profit","Hybrid","Microbiology Society; International Committee on Systematics of Prokaryotes; International Union of Microbiological Societies","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/ijsem","3036","0.631","Q2 (Ecology, Evolution, Behavior and Systematics; Medicine)","213","No","1466-5034","1466-5026"
"Islets","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/kisl20","2548","0.594","Q3 (Endocrinology; Endocrinology, Diabetes and Metabolism)","47","No","1938-2022","1938-2014"
"Journal of Antibiotics","Microbiology and Infectious Diseases","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/ja/","1938","0.414","Q3 (Drug Discovery; Pharmacology)","99","No","1881-1469","0021-8820"
"Journal of Applied Microbiology","Methodology and Experimental Techniques","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Applied Microbiology International","","UK","https://academic.oup.com/jambio","3070","0.779","Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine)","203","PCI friendly","1365-2672","1364-5072"
"Journal of Bacteriology","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/jb","3697","1.402","Q1 (Microbiology)","292","No","1098-5530","0021-9193"
"Journal of Bioenergetics Biomembranes","Biotechnology and Bioengineering","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10863","2590","0.787","Q2 (Physiology)","111","No","1573-6881","0145-479X"
"Journal of Biological Chemistry","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","OA","American Society for Biochemistry and Molecular Biology","Society/Association","Netherlands","https://www.jbc.org/","3055","1.643","Q1 (Biochemistry; Cell Biology; Molecular Biology)","578","No","1083-351X","0021-9258"
"Journal of Biological Inorganic Chemistry","Biochemistry and Molecular Biology","Springer Nature","For-profit associated with a society","Hybrid","Society of Biological Inorganic Chemistry","Society/Association","Germany / UK","https://link.springer.com/journal/775","","0.525","Q2 (Inorganic Chemistry)","118","No","1432-1327","0949-8257"
"Journal of Biomolecular NMR","Methodology and Experimental Techniques","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10858","2569","0.76","Q1 (Spectroscopy)","115","No","1573-5001","0925-2738"
"Journal of Cell Biology","Cell Biology and Developmental Biology","Rockefeller University Press","University Press","Hybrid","Rockefeller University","University/Government","USA","https://rupress.org/jcb","3719","3.273","Q1 (Cell Biology; Medicine)","432","No","1540-8140","0021-9525"
"Journal of Cell Communication and Signaling","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit associated with a society","OA","International CCN Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1873961X","2604","1.274","Q1 (Biochemistry)","67","No","1873-961X","1873-9601"
"Journal of Cell Science","Cell Biology and Developmental Biology","The Company of Biologists","Non-profit","Hybrid","","","UK","https://journals.biologists.com/jcs","4612","1.595","Q2 (Cell Biology)","325","No","1477-9137","0021-9533"
"Journal of Cellular Biochemistry","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10974644","2858","0.906","Q2 (Biochemistry; Molecular Biology)","195","No","1097-4644","0730-2312"
"Journal of Cellular Physiology","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10974652","5282","1.25","Q1 (Clinical Biochemistry; Physiology)","221","No","1097-4652","0021-9541"
"Journal of Cellular and Molecular Medicine","Clinical and Medical Sciences","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/15824934","4702","1.142","Q2 (Cell Biology; Molecular Medicine)","172","No","1582-4934","1582-1838"
"Journal of Clinical Microbiology","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/jcm","4302","1.641","Q1 (Microbiology)","305","No","1098-660X","0095-1137"
"Journal of Eukaryotic Microbiology","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit associated with a society","Hybrid","The International Society of Protistologists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15507408","2474","0.798","Q2 (Microbiology)","92","No","1550-7408","1066-5234"
"Journal of Experimental Zoology Part B: Molecular and Developmental Evolution","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15525015","2550","0.978","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","77","No","1552-5015","1552-5007"
"Journal of Extracellular Vesicles","Methodology and Experimental Techniques","John Wiley & Sons","For-profit associated with a society","OA","The International Society for Extracellular Vesicles","Society/Association","USA","https://isevjournals.onlinelibrary.wiley.com/journal/20013078","3599","3.639","Q1 (Cell Biology; Histology)","146","No","2001-3078","2001-3078"
"Journal of Inherited Metabolic Disease","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for the Study of Inborn Errors of Metabolism (SSIEM)","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15732665","2464","1.401","Q1 (Genetics)","131","No","1573-2665","0141-8955"
"Journal of Inorganic Biochemistry","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-inorganic-biochemistry","3077","0.567","Q2 (Inorganic Chemistry)","154","No","1873-3344","0162-0134"
"Journal of Leukocyte Biology","Immunology and Cellular Immunology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/jleukbio","2609","1.203","Q2 (Cell Biology; Immunology; Immunology and Allergy)","231","No","1938-3673","0741-5400"
"Journal of Lipid Research","Biochemistry and Molecular Biology","American Society for Biochemistry and Molecular Biology (ASBMB)","Non-profit","OA","American Society for Biochemistry and Molecular Biology (ASBMB)","Society/Association","USA","https://www.jlr.org/","3034","1.668","Q1 (Biochemistry; Cell Biology; Endocrinology)","240","No","1539-7262","0022-2275"
"Journal of Liposome Research","Methodology and Experimental Techniques","Taylor & Francis Group","For-profit associated with a society","","International Liposome Society","Society/Association","UK","https://www.tandfonline.com/journals/ilpr20","","0.702","Q2 (Pharmaceutical Science)","72","No","1532-2394","0898-2104"
"Journal of Medical Microbiology","Microbiology and Infectious Diseases","Microbiology Society","Non-profit","OA","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/jmm","2888","0.723","Q2 (Medicine; Microbiology)","140","No","1473-5644","0022-2615"
"Journal of Membrane Biology","Methodology and Experimental Techniques","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/232","2604","0.87","Q1 (Biophysics)","110","No","1432-1424","0022-2631"
"Journal of Microbiology and Biotechnology","Microbiology and Infectious Diseases","Korean Society for Microbiology and Biotechnology (KSBMB)","Non-profit","Hybrid","Korean Society for Microbiology and Biotechnology (KMB)","Society/Association","Republic of Korea (South Korea)","https://www.jmb.or.kr/main.html","622","0.74","Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine)","95","No","1738-8872","1017-7825"
"Journal of Molecular Biology","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-molecular-biology","2293","2.151","Q1 (Biophysics; Molecular Biology; Structural Biology)","309","No","1089-8638","0022-2836"
"Journal of Molecular Cell Biology","Biochemistry and Molecular Biology","Oxford University Press (OUP)","University Press","OA","Institute of Biochemistry and Cell Biology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences","","UK","https://academic.oup.com/jmcb","2344","1.44","Q1 (Genetics; Medicine)","91","No","1759-4685","1674-2788"
"Journal of Molecular Endocrinology","Biochemistry and Molecular Biology","Bioscientifica Ltd","Non-profit","Hybrid","Society for Endocrinology","Society/Association","UK","https://jme.bioscientifica.com/","3861","1.176","Q2 (Endocrinology; Molecular Biology)","118","No","1479-6813","0952-5041"
"Journal of Molecular Histology","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10735","2544","0.708","Q2 (Histology; Medicine; Physiology)","69","No","1567-2387","1567-2379"
"Journal of Molecular Medicine","Biochemistry and Molecular Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/109","2967","1.401","Q1 (Drug Discovery; Genetics; Molecular Medicine)","167","No","1432-1440","0946-2716"
"Journal of Molecular Neuroscience","Neuroscience and Neurobiology","Springer Nature","For-profit associated with a society","Hybrid","European Society for Neurochemistry (ESN)","Society/Association","Germany / UK","https://link.springer.com/journal/12031","2908","0.788","Q2 (Medicine)","108","No","1559-1166","0895-8696"
"Journal of Molecular and Cellular Cardiology","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","Hybrid","International Society for Heart Research","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-molecular-and-cellular-cardiology","4665","1.77","Q1 (Cardiology and Cardiovascular Medicine; Molecular Biology)","187","No","1095-8584","0022-2828"
"Journal of Natural Products","Biotechnology and Bioengineering","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/jnprdf","2456","0.585","Q1 (Complementary and Alternative Medicine)","173","No","1520-6025","0163-3864"
"Journal of Peptide Science","Methodology and Experimental Techniques","John Wiley & Sons","For-profit associated with a society","Hybrid","European Peptide Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10991387","2155","0.477","Q2 (Organic Chemistry)","78","No","1099-1387","1075-2617"
"Journal of Pharmaceutical And Biomedical Analysis","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-pharmaceutical-and-biomedical-analysis","3276","0.604","Q2 (Analytical Chemistry; Drug Discovery; Pharmaceutical Science; Spectroscopy)","160","No","1873-264X","0731-7085"
"Journal of Pharmaceutical Sciences","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://jpharmsci.org/","2750","0.711","Q2 (Pharmaceutical Science)","224","No","1520-6017","0022-3549"
"Journal of Pharmacokinetics and Pharmacodynamics","Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10928","2144","0.85","Q2 (Pharmacology)","77","No","1573-8744","1567-567X"
"Journal of Pharmacological Sciences","Pharmacology and Toxicology","Elsevier","For-profit associated with a society","OA","Japanese Pharmacological Society","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-pharmacological-sciences","98","0.891","Q2 (Molecular Medicine; Pharmacology)","106","No","1347-8648","1347-8613"
"Journal of Pharmacological and Toxicological Methods","Methodology and Experimental Techniques","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-pharmacological-and-toxicological-methods","3545","0.547","Q3 (Pharmacology; Toxicology)","89","No","1873-488X","1056-8719"
"Journal of Pharmacy and Pharmacology","Pharmacology and Toxicology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Royal Pharmaceutical Society","Society/Association","UK","https://academic.oup.com/jpp","2189","0.765","Q2 (Pharmaceutical Science; Pharmacology)","148","No","2042-7158","0022-3573"
"Journal of Physiology and Biochemistry","Biochemistry and Molecular Biology","Springer Nature","For-profit associated with a society","OA","University of Navarra, Spain","University/Government","Germany / UK","https://link.springer.com/journal/13105","3000","1.328","Q1 (Biochemistry; Medicine; Physiology)","68","No","1877-8755","1138-7548"
"Journal of Proteome Research","Methodology and Experimental Techniques","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/jprobs","1815","1.194","Q1 (Biochemistry; Chemistry)","198","No","1535-3907","1535-3893"
"Journal of Proteomics","Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","European Proteomics Association (EuPA)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-proteomics","1862","0.689","Q2 (Biochemistry; Biophysics)","136","No","1876-7737","1874-3919"
"Journal of Steroid Biochemistry and Molecular Biology","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/the-journal-of-steroid-biochemistry-and-molecular-biology","3670","0.756","Q2 (Biochemistry; Clinical Biochemistry; Endocrinology, Diabetes and Metabolism; Molecular Medicine)","157","No","1879-1220","0960-0760"
"Journal of Structural Biology","Structural Biology and Biophysics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-structural-biology","4129","0.985","Q2 (Structural Biology)","171","No","1095-8657","1047-8477"
"Journal of Visualized Experiments","Methodology and Experimental Techniques","Journal of Visualized Experiments (JoVE)","For-profit","Hybrid","","","USA","https://www.jove.com/research/journal","2887","0.409","Q2 (Chemical Engineering)","152","No","1940-087X",""
"Letters in Applied Microbiology","Microbiology and Infectious Diseases","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/lambio?login=false","2604","0.495","Q3 (Applied Microbiology and Biotechnology)","138","PCI friendly","1472-765X","0266-8254"
"Lipids","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","American Oil Chemists' Society (AOCS)","Society/Association","USA","https://aocs.onlinelibrary.wiley.com/journal/15589307","2220","0.427","Q3 (Biochemistry; Organic Chemistry)","137","No","1558-9307","0024-4201"
"Macromolecular Bioscience","Biotechnology and Bioengineering","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/16165195","2412","0.81","Q1 (Materials Chemistry; Polymers and Plastics)","129","No","1616-5195","1616-5187"
"Medical Microbiology and Immunology","Immunology and Cellular Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/430","2642","0.823","Q2 (Immunology; Immunology and Allergy; Medicine; Microbiology)","77","No","1432-1831","0300-8584"
"Medical Molecular Morphology","Clinical and Medical Sciences","Springer Nature","For-profit associated with a society","Hybrid","Japanese Society for Clinical Molecular Morphology","Society/Association","Germany / UK","https://link.springer.com/journal/795","2990","0.494","Q2 (Pathology and Forensic Medicine)","51","No","1860-1499","1860-1480"
"Metabolic Brain Disease","Neuroscience and Neurobiology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11011","2466","0.995","Q2 (Biochemistry; Cellular and Molecular Neuroscience; Neurology)","87","No","1573-7365","0885-7490"
"Metabolism","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/metabolism","2684","4.328","Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)","184","No","1532-8600","0026-0495"
"Metabolomics","Biochemistry and Molecular Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11306","2931","0.936","Q2 (Biochemistry; Clinical Biochemistry; Endocrinology, Diabetes and Metabolism)","107","No","1573-3890","1573-3882"
"Microbes and Infection","Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","Hybrid","Institut Pasteur","University/Government","Netherlands","https://www.pasteur.fr/fr/ceris/publications-scientifiques/microbes-infection","1275","0.874","Q2 (Immunology; Infectious Diseases; Microbiology)","165","No","1769-714X","1286-4579"
"Microbial Biotechnology","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit","OA","Applied Microbiology International (AMI)","","UK","https://enviromicro-journals.onlinelibrary.wiley.com/journal/17517915","2811","1.392","Q1 (Applied Microbiology and Biotechnology; Biochemistry; Bioengineering; Biotechnology)","120","No","1751-7915","1751-7915"
"Microbial Drug Resistance","Microbiology and Infectious Diseases","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/microbial-drug-resistance/44/overview","2768","0.605","Q2 (Medicine)","80","No","1931-8448","1076-6294"
"Microbial Ecology","Microbiology and Infectious Diseases","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/248","3457","1.118","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Soil Science)","161","No","1432-184X","0095-3628"
"Microbial Genomics","Microbiology and Infectious Diseases","Microbiology Society","Non-profit","OA","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/mgen","2156","1.575","Q1 (Epidemiology; Genetics; Microbiology; Molecular Biology)","62","No","2057-5858",""
"Microbial Pathogenesis","Microbiology and Infectious Diseases","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/microbial-pathogenesis","2485","0.936","Q2 (Infectious Diseases; Microbiology)","119","No","1096-1208","0882-4010"
"Microbiological Research","Microbiology and Infectious Diseases","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/microbiological-research","4006","1.872","Q1 (Microbiology)","141","No","1618-0623","0944-5013"
"Microbiology","Microbiology and Infectious Diseases","Microbiology Society","Non-profit","Hybrid","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/micro","2759","1.242","Q1 (Microbiology)","215","No","1465-2080","1350-0872"
"Microbiology Outlooks","Microbiology and Infectious Diseases","Microbiology Society","Non-profit","","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/mout","","","","","No","2977-733X",""
"Microbiology Resource Announcements","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","OA","American Society for Microbiology","Society/Association","USA","https://journals.asm.org/journal/mra","1031","0.254","Q3 (Immunology and Microbiology)","51","No","2576-098X",""
"Microbiology Spectrum","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","OA","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/spectrum","3102","1.206","Q1 (Ecology; Immunology and Microbiology; Infectious Diseases; Microbiology; Physiology)","111","No","2165-0497",""
"Microbiology and Immunology","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit associated with a society","Hybrid","Japanese Society for Bacteriology; Japanese Society for Virology; Japanese Society for Host Defense Research","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13480421","2270","0.657","Q2 (Virology)","89","No","1348-0421","0385-5600"
"Microbiology and Molecular Biology Reviews","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/mmbr","","3.769","Q1 (Immunology and Microbiology; Infectious Diseases; Microbiology; Molecular Biology)","293","No","1098-5557","1092-2172"
"Microbiome","Microbiology and Infectious Diseases","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://microbiomejournal.biomedcentral.com/","3692","4.166","Q1 (Microbiology)","186","No","2049-2618",""
"Mitochondrion","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","Hybrid","Japanese Society of Mitochondria Research and Medicine","Society/Association","Netherlands","https://www.sciencedirect.com/journal/mitochondrion","2427","1.471","Q1 (Molecular Biology; Molecular Medicine)","119","No","1872-8278","1567-7249"
"Molecular Autism","Biochemistry and Molecular Biology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecularautism.biomedcentral.com/","2852","1.788","Q1 (Developmental Biology; Developmental Neuroscience; Molecular Biology; Psychiatry and Mental Health)","93","No","2040-2392",""
"Molecular Biology of the Cell","Biochemistry and Molecular Biology","American Society for Cell Biology","Non-profit","Hybrid","American Society for Cell Biology","Society/Association","USA","https://www.molbiolcell.org/","2294","1.441","Q2 (Cell Biology; Molecular Biology)","256","No","1939-4586","1059-1524"
"Molecular Biotechnology","Biotechnology and Bioengineering","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12033","3147","0.731","Q2 (Applied Microbiology and Biotechnology; Biochemistry; Bioengineering; Biotechnology)","98","No","1559-0305","1073-6085"
"Molecular Brain","Neuroscience and Neurobiology","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Association for the Study of Neurons and Diseases","Society/Association","UK","https://molecularbrain.biomedcentral.com/","2528","1.236","Q2 (Cellular and Molecular Neuroscience; Molecular Biology)","88","No","1756-6606",""
"Molecular Cancer","Cancer and Oncology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecular-cancer.biomedcentral.com/","4278","9.908","Q1 (Cancer Research; Molecular Medicine; Oncology)","242","No","1476-4598",""
"Molecular Cancer Research","Cancer and Oncology","American Association for Cancer Research (AACR)","Non-profit","Hybrid","American Association for Cancer Research","Society/Association","USA","https://aacrjournals.org/mcr","4117","1.759","Q1 (Cancer Research; Molecular Biology; Oncology)","162","No","1557-3125","1541-7786"
"Molecular Cancer Therapeutics","Cancer and Oncology","American Association for Cancer Research (AACR)","Non-profit","Hybrid","American Association for Cancer Research","Society/Association","USA","https://aacrjournals.org/mct","3906","2.392","Q1 (Cancer Research; Oncology)","212","No","1538-8514","1535-7163"
"Molecular Cell","Biochemistry and Molecular Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/molecular-cell","9117","10.67","Q1 (Cell Biology; Molecular Biology)","473","No","1097-4164","1097-2765"
"Molecular Cytogenetics","Biochemistry and Molecular Biology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecularcytogenetics.biomedcentral.com/","1928","0.485","Q3 (Biochemistry; Genetics; Molecular Biology; Molecular Medicine)","42","No","1755-8166",""
"Molecular Genetics and Metabolism","Genetics and Genomics","Elsevier","For-profit associated with a society","Hybrid","Society for Inherited Metabolic Disorders","Society/Association","Netherlands","https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism","2933","1.35","Q1 (Biochemistry; Endocrinology; Endocrinology, Diabetes and Metabolism; Genetics)","134","No","1096-7206","1096-7192"
"Molecular Genetics and Metabolism Reports","Biochemistry and Molecular Biology","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism-reports","1823","0.613","Q3 (Endocrinology; Genetics; Molecular Biology)","36","No","2214-4269","2214-4269"
"Molecular Human Reproduction","Biochemistry and Molecular Biology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/molehr","3030","1.181","Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine)","145","No","1460-2407","1360-9947"
"Molecular Imaging","Methodology and Experimental Techniques","Sage Publishing","For-profit associated with a society","OA","Society of Nuclear Medicine and Molecular Imaging","Society/Association","USA","https://journals.sagepub.com/home/mix","1977","0.559","Q2 (Biotechnology; Condensed Matter Physics; Radiology, Nuclear Medicine and Imaging)","69","No","1536-0121","1535-3508"
"Molecular Imaging and Biology","Methodology and Experimental Techniques","Springer Nature","For-profit associated with a society","Hybrid","the World Molecular Imaging Society (WMIS), the European Society for Molecular Imaging (ESMI), the Federation of Asian Societies for Molecular Imaging (FASMI)","Society/Association","Germany / UK","https://link.springer.com/journal/11307","2434","0.74","Q2 (Oncology; Radiology, Nuclear Medicine and Imaging)","83","No","1860-2002","1536-1632"
"Molecular Immunology","Immunology and Cellular Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/molecular-immunology","3412","0.969","Q2 (Immunology; Molecular Biology)","160","No","1872-9142","0161-5890"
"Molecular Medicine","Biochemistry and Molecular Biology","Springer Nature (BioMed Central)","For-profit","OA","Feinstein Institute for Medical Research","","UK","https://molmed.biomedcentral.com/","2219","2.069","Q1 (Genetics; Molecular Biology; Molecular Medicine)","141","No","1528-3658","1076-1551"
"Molecular Metabolism","Biochemistry and Molecular Biology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/molecular-metabolism","3568","2.918","Q1 (Cell Biology; Molecular Biology)","123","No","2212-8778","2212-8778"
"Molecular Microbiology","Microbiology and Infectious Diseases","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652958","3800","1.314","Q1 (Microbiology)","285","No","1365-2958","0950-382X"
"Molecular Neurobiology","Neuroscience and Neurobiology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12035","3445","1.545","Q1 (Cellular and Molecular Neuroscience; Neurology; Neuroscience)","157","No","1559-1182","0893-7648"
"Molecular Neurodegeneration","Neuroscience and Neurobiology","Springer Nature (BioMed Central)","For-profit","OA","BrightFocus Foundation","","UK","https://molecularneurodegeneration.biomedcentral.com/","2790","6.262","Q1 (Cellular and Molecular Neuroscience; Molecular Biology; Neurology)","139","No","1750-1326",""
"Molecular Omics","Methodology and Experimental Techniques","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/molecular-omics","1833","0.675","Q2 (Biochemistry)","31","No","2515-4184",""
"Molecular Oncology","Cancer and Oncology","John Wiley & Sons","For-profit associated with a society","OA","Federation of European Biochemical Societies (FEBS)","Society/Association","UK","https://febs.onlinelibrary.wiley.com/journal/18780261","4095","1.738","Q1 (Genetics; Medicine; Molecular Medicine; Oncology)","130","No","1878-0261","1574-7891"
"Molecular Pain","Biochemistry and Molecular Biology","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/overview-metric/MPX?","1711","1.058","Q1 (Anesthesiology and Pain Medicine)","104","No","1744-8069","1744-8069"
"Molecular Pharmaceutics","Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://www.sciencedirect.com/org/journal/molecular-pharmaceutics","2736","0.957","Q1 (Pharmaceutical Science)","172","No","1543-8392","1543-8384"
"Molecular Pharmacology","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","Hybrid","American Society for Pharmacology and Experimental Therapeutics (ASPET)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/molecular-pharmacology","2183","1.15","Q1 (Pharmacology)","218","No","1521-0111","0026-895X"
"Molecular Phylogenetics and Evolution","Miscellaneous / Interdisciplinary","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/molecular-phylogenetics-and-evolution","3736","1.277","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","188","No","1095-9513","1055-7903"
"Molecular Plant","Plant Biology and Physiology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/molecular-plant","2680","7.692","Q1 (Molecular Biology; Plant Science)","198","No","1752-9867","1674-2052"
