Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Gastroenterology Research and Practice,Wiley,OA,,,,,2195,2195
Gender & History,Wiley,Hybrid,2083,2083,2150,2450,2520,2520
"Gender, Work & Organisation",Wiley,Hybrid,2650,3050,3050,3550,3660,3660
General Anthropology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Genes to Cells,Wiley,Hybrid,3167,3167,3167,3167,3167,3167
"Genes, Brain and Behavior",Wiley,Hybrid,2500,2500,2500,,,2500
"Genes, Brain and Behavior",Wiley,OA,,,,2450,2700,2700
"Genes, Chromosomes and Cancer",Wiley,Hybrid,3000,3000,3300,3950,4070,4070
Genesis: The Journal of Genetics and Development,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Genetic Epidemiology,Wiley,Hybrid,2950,2950,2950,3050,3140,3140
Genetics & Genomics Next,Wiley,OA,4250,4250,4250,,,4250
Geo: Geography and Environment,Wiley,OA,1480,1480,1480,1800,1860,1860
GeoHealth,Wiley,OA,1625,1625,1625,1896,2170,2170
Geoarchaeology,Wiley,Hybrid,2400,2750,2800,2950,3030,3030
Geobiology,Wiley,Hybrid,3083,3500,3500,3550,3660,3660
"Geochemistry, Geophysics, Geosystems",Wiley,Hybrid,3000,3000,3000,,,3000
"Geochemistry, Geophysics, Geosystems",Wiley,OA,,,,2300,2300,2300
Geofluids,Wiley,OA,,,,,1848,1848
Geographical Analysis,Wiley,Hybrid,2500,2500,2500,3050,3140,3140
Geographical Research,Wiley,Hybrid,2417,2417,2417,2450,2520,2520
Geographical Review,Wiley,Hybrid,2100,,,,,2100
Geography Compass (Electronic),Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Geological Journal,Wiley,Hybrid,2917,2917,2917,3050,3140,3140
Geology Today,Wiley,Hybrid,2500,,,,750,750
Geophysical Prospecting,Wiley,Hybrid,2083,2500,2500,3050,3140,3140
Geophysical Research Letters,Wiley,Hybrid,2000,2000,2000,2160,,2160
Geophysical Research Letters,Wiley,OA,,,,,2450,2450
Geoscience Data Journal,Wiley,OA,1200,1200,1200,1450,1600,1600
Geostandards & Geoanalytical Research,Wiley,Hybrid,3100,3100,3100,3100,3190,3190
Geriatrics & Gerontology International,Wiley,Hybrid,2500,2750,2850,3150,3150,3150
German Economic Review,Wiley,Hybrid,2100,,,,,2100
German Life and Letters,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Gerodontology,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Glia,Wiley,Hybrid,3500,3750,3900,4000,4120,4120
Global Biogeochemical Cycles,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Global Business and Organizational Excellence,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Global Challenges,Wiley,OA,2333,2100,2100,2500,2750,2750
Global Change Biology,Wiley,Hybrid,3700,3700,3700,3400,3500,3500
Global Ecology and Biogeography,Wiley,Hybrid,3050,3050,3050,3050,3810,3810
Global Networks,Wiley,Hybrid,2500,2500,2750,3150,3240,3240
Global Policy,Wiley,Hybrid,2333,2600,2600,3100,3190,3190
Global Strategy Journal,Wiley,Hybrid,2100,2100,2100,2500,2630,2630
Governance,Wiley,Hybrid,2750,3100,3100,3150,3240,3240
Grass and Forage Science,Wiley,Hybrid,2500,2900,2900,3500,3610,3610
Grassland Science,Wiley,Hybrid,2083,2083,2083,2300,2370,2370
Greenhouse Gases: Science and Technology,Wiley,Hybrid,2500,2500,2750,2750,2830,2830
Groundwater,Wiley,Hybrid,2500,2500,2700,3300,3400,3400
Groundwater Monitoring & Remediation,Wiley,Hybrid,2500,2500,2650,2850,2930,2930
Growth and Change,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
HIV Medicine,Wiley,Hybrid,2500,2500,2750,3050,3140,3140
HLA: Immune Response Genetics,Wiley,Hybrid,2833,3350,3350,3500,3610,3610
Haemophilia,Wiley,Hybrid,3050,3050,3050,3700,3810,3810
Hastings Center Report,Wiley,Hybrid,2100,2100,2300,2650,2730,2730
Head & Neck,Wiley,Hybrid,3050,3050,3050,3700,3810,3810
Headache: The Journal of Head and Face Pain,Wiley,Hybrid,2500,2500,2750,3300,3300,3300
Health & Social Care in the Community,Wiley,OA,,,,,2310,2310
Health Economics,Wiley,Hybrid,2900,2900,3200,3900,3900,3900
Health Expectations,Wiley,OA,2123,2123,2350,2900,3190,3190
Health Information and Libraries Journal,Wiley,Hybrid,2100,2100,2100,2400,2480,2480
Health Promotion Journal of Australia,Wiley,Hybrid,2500,2500,2500,2650,2650,2650
Health Science Reports,Wiley,OA,1672,1672,1850,2050,2260,2260
Health Services Research,Wiley,Hybrid,2750,2750,2750,2850,2850,2850
Health and Social Care in the Community,Wiley,Hybrid,3500,3500,3850,4000,,4000
Healthcare Technology Letters,Wiley,OA,,,2000,2000,2060,2060
Heat Transfer,Wiley,Hybrid,,,,2100,2170,2170
Heat Transfer - Asian Research,Wiley,Hybrid,2083,2083,2083,,,2083
Helicobacter,Wiley,Hybrid,2500,2850,2950,3050,3140,3140
Helvetica Chimica Acta,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Hematological Oncology,Wiley,Hybrid,2917,3350,3350,3450,3550,3550
Hemodialysis International,Wiley,Hybrid,2583,2583,2583,2700,2780,2780
Hepatology,Wiley,Hybrid,1900,2300,2300,2800,,2800
Hepatology Communications,Wiley,OA,2254,2254,2254,2450,,2450
Hepatology Research,Wiley,Hybrid,2583,2583,2850,2850,2850,2850
Heteroatom Chemistry,Wiley,OA,,,,,1386,1386
Heteroatom Chemistry,Wiley,Hybrid,2083,,,,,2083
High Frequency,Wiley,Hybrid,2500,2500,,,,2500
High Voltage,Wiley,OA,,,1800,2000,2000,2000
Higher Education Quarterly,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Hippocampus,Wiley,Hybrid,3514,3514,3514,3600,3710,3710
Histopathology,Wiley,Hybrid,3417,3417,3417,3950,4070,4070
Historical Research,Wiley,Hybrid,2100,2100,,,,2100
History,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
History Compass,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
History and Theory,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Human Behavior and Emerging Technologies,Wiley,OA,,,,,716,716
Human Behavior and Emerging Technologies,Wiley,Hybrid,,1870,1870,,,1870
Human Brain Mapping,Wiley,Hybrid,3700,,,,,3700
Human Brain Mapping,Wiley,OA,,2900,3000,3200,3520,3520
Human Factors and Ergonomics in Manufacturing & Service Industries,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Human Mutation,Wiley,OA,,,,,2125,2125
Human Mutation,Wiley,Hybrid,3450,3450,3450,4050,,4050
Human Psychopharmacology: Clinical and Experimental,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Human Resource Development Quarterly,Wiley,Hybrid,2500,2500,2650,2700,2780,2780
Human Resource Management,Wiley,Hybrid,2500,2600,2600,3050,3140,3140
Human Resource Management Journal,Wiley,Hybrid,3100,3100,3100,3150,3240,3240
Hydrological Processes,Wiley,Hybrid,3500,3500,3500,3850,3970,3970
Hypatia,Wiley,Hybrid,2100,,,,,2100
IET Biometrics,Wiley,OA,,,2000,2000,2000,2000
"IET Circuits, Devices & Systems",Wiley,OA,,,2000,2000,2000,2000
IET Collaborative Intelligent Manufacturing,Wiley,OA,,,2000,2000,2000,2000
IET Communications,Wiley,OA,,,2000,2000,2200,2200
IET Computer Vision,Wiley,OA,,,2000,2000,2200,2200
IET Computers & Digital Techniques,Wiley,OA,,,2000,2000,2000,2000
IET Control Theory & Applications,Wiley,OA,,,2900,3000,3000,3000
IET Cyber-Physical Systems: Theory & Applications,Wiley,OA,,,2000,2000,2000,2000
IET Electric Power Applications,Wiley,OA,,,2500,2500,2570,2570
IET Electrical Systems in Transportation,Wiley,OA,,,2000,2000,2000,2000
IET Energy Systems Integration,Wiley,OA,,,2000,2000,2000,2000
"IET Generation, Transmission & Distribution",Wiley,OA,,,2500,2500,2500,2500
IET Image Processing,Wiley,OA,,,2000,2100,2310,2310
IET Information Security,Wiley,OA,,,2000,2000,2000,2000
IET Intelligent Transport Systems,Wiley,OA,,,2000,2100,2310,2310
"IET Microwaves, Antennas & Propagation",Wiley,OA,,,2000,2100,2210,2210
IET Nanobiotechnology,Wiley,OA,,,2000,2000,2000,2000
IET Nanodielectrics,Wiley,OA,,,2000,2000,2060,2060
IET Networks,Wiley,OA,,,2000,2000,2060,2060
IET Optoelectronics,Wiley,OA,,,2000,2000,2170,2170
IET Power Electronics,Wiley,OA,,,2500,2500,2500,2500
"IET Radar, Sonar & Navigation",Wiley,OA,,,2000,2200,2260,2260
IET Renewable Power Generation,Wiley,OA,,,2900,3000,3180,3180
"IET Science, Measurement & Technology",Wiley,OA,,,2000,2000,2200,2200
IET Signal Processing,Wiley,OA,,,2000,2000,2000,2000
IET Smart Cities,Wiley,OA,,,2000,2000,2000,2000
IET Smart Grid,Wiley,OA,,,2000,2000,2060,2060
IET Software,Wiley,OA,,,2000,2000,2000,2000
IET Systems Biology,Wiley,OA,,,2000,2000,2000,2000
IET Wireless Sensor Systems,Wiley,OA,,,2000,2000,2000,2000
IJU Case Reports,Wiley,OA,918,918,918,918,1210,1210
IPPR Progressive Review,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
ISBT Science Series,Wiley,Hybrid,2100,2100,2100,,,2100
IUBMB Life,Wiley,Hybrid,2500,3000,3000,3250,3350,3350
Ibis,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
"Immunity, Inflammation and Disease",Wiley,OA,1636,1636,1881,2250,2320,2320
Immuno Medicine,Wiley,OA,,2100,,,,2100
ImmunoMedicine,Wiley,OA,,,2100,2100,2310,2310
Immunological Reviews,Wiley,Hybrid,3583,3583,3583,3650,3760,3760
Immunology,Wiley,Hybrid,2500,3000,3300,3950,4070,4070
Immunology & Cell Biology,Wiley,Hybrid,2500,2500,2750,2750,2830,2830
Immunomedicine,Wiley,Hybrid,2500,,,,,2500
In Practice,Wiley,Hybrid,,,,2300,2370,2370
Indoor Air,Wiley,Hybrid,3583,3583,3583,4000,,4000
Indoor Air,Wiley,OA,,,,,2125,2125
Industrial Relations,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Industrial Relations Journal,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Infancy,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Infant Mental Health Journal,Wiley,Hybrid,2100,2100,2300,2400,2480,2480
Infant and Child Development,Wiley,Hybrid,2083,2083,2083,2400,2370,2370
Infectious Diseases in Obstetrics and Gynecology,Wiley,OA,,,,,739,739
Influenza and Other Respiratory Viruses,Wiley,OA,2097,2300,2550,3100,3410,3410
InfoMat,Wiley,OA,,3041,3041,3041,3041,3041
Information Systems Journal,Wiley,Hybrid,3350,3350,3350,3800,3920,3920
Insect Conservation and Diversity,Wiley,Hybrid,2500,3000,3100,3600,3600,3600
Insect Molecular Biology,Wiley,Hybrid,2500,3000,3100,3150,3150,3150
Insect Science,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Integrated Environmental Assessment and Management,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Integrative Zoology,Wiley,Hybrid,3000,3000,3000,3050,3140,3140
"Intelligent Systems in Accounting, Finance and Management",Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Interdisciplinary Materials,Wiley,OA,,,,3150,3150,3150
Interdisciplinary Perspectives on Infectious Diseases,Wiley,OA,,,,,739,739
Internal Medicine Journal,Wiley,Hybrid,2083,2083,2300,2650,2730,2730
International Dental Journal,Wiley,Hybrid,2417,2750,,,,2750
International Economic Review,Wiley,Hybrid,2100,2100,2300,2650,2730,2730
International Endodontic Journal,Wiley,Hybrid,3083,3083,3083,3600,3710,3710
International Finance,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Forum of Allergy & Rhinology,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
International Insolvency Review,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
International Journal for Numerical Methods in Biomedical Engineering,Wiley,Hybrid,3167,3500,3500,3550,3660,3660
International Journal for Numerical Methods in Engineering,Wiley,Hybrid,3650,3650,3650,4050,4170,4170
International Journal for Numerical Methods in Fluids,Wiley,Hybrid,3100,3100,3100,3450,3550,3550
International Journal for Numerical and Analytical Methods in Geomechanics,Wiley,Hybrid,3150,3150,3150,3650,3760,3760
International Journal of Adaptive Control and Signal Processing,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
International Journal of Aerospace Engineering,Wiley,OA,,,,,2195,2195
International Journal of Agronomy,Wiley,OA,,,,,854,854
International Journal of Alzheimer�s Disease,Wiley,OA,,,,,739,739
International Journal of Analytical Chemistry,Wiley,OA,,,,,1386,1386
International Journal of Antennas and Propagation,Wiley,OA,,,,,2195,2195
International Journal of Applied Ceramic Technology,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
International Journal of Applied Glass Science,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
International Journal of Applied Linguistics,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
International Journal of Applied Psychoanalytic Studies,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Art & Design Education,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
International Journal of Auditing,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Biomaterials,Wiley,OA,,,,,854,854
International Journal of Biomedical Imaging,Wiley,OA,,,,,854,854
International Journal of Breast Cancer,Wiley,OA,,,,,854,854
International Journal of Cancer,Wiley,Hybrid,3281,3800,3900,4000,4120,4120
International Journal of Cell Biology,Wiley,OA,,,,,739,739
International Journal of Ceramic Engineering & Science,Wiley,OA,,1523,1523,1523,1680,1680
International Journal of Chemical Engineering,Wiley,OA,,,,,1386,1386
International Journal of Chemical Kinetics,Wiley,Hybrid,2583,2583,2583,2700,2780,2780
International Journal of Chronic Diseases,Wiley,OA,,,,,739,739
International Journal of Circuit Theory & Applications,Wiley,Hybrid,2917,2917,2917,2950,3040,3040
International Journal of Climatology,Wiley,Hybrid,2500,2500,2650,2900,2980,2980
International Journal of Clinical Practice,Wiley,Hybrid,3857,3857,3857,,,3857
International Journal of Clinical Practice,Wiley,OA,,,,,2010,2010
International Journal of Communication Systems,Wiley,Hybrid,2500,2600,2600,2800,2880,2880
International Journal of Computer Games Technology,Wiley,OA,,,,,854,854
International Journal of Consumer Studies,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
International Journal of Corrosion,Wiley,OA,,,,,854,854
International Journal of Cosmetic Science,Wiley,Hybrid,2100,2100,2300,2750,2830,2830
International Journal of Dairy Technology,Wiley,Hybrid,2500,2600,2600,3050,3140,3140
International Journal of Dental Hygiene,Wiley,Hybrid,2417,2417,2417,2800,2880,2880
International Journal of Dentistry,Wiley,OA,,,,,1340,1340
International Journal of Dermatology,Wiley,Hybrid,2583,2583,2750,3050,3140,3140
International Journal of Developmental Neuroscience,Wiley,Hybrid,,2260,2260,2750,2830,2830
International Journal of Differential Equations,Wiley,OA,,,,,970,970
International Journal of Digital Multimedia Broadcasting,Wiley,OA,,,,,854,854
International Journal of Eating Disorders,Wiley,Hybrid,3083,3500,3500,4000,4120,4120
International Journal of Ecology,Wiley,OA,,,,,739,739
International Journal of Economic Theory,Wiley,Hybrid,2500,2500,2500,2550,2550,2550
International Journal of Electrochemistry,Wiley,OA,,,,,854,854
International Journal of Endocrinology,Wiley,OA,,,,,2195,2195
International Journal of Energy Research,Wiley,Hybrid,3350,3350,3700,4300,,4300
International Journal of Energy Research,Wiley,OA,,,,,2310,2310
International Journal of Experimental Pathology,Wiley,Hybrid,2833,2833,2833,2850,2930,2930
International Journal of Finance & Economics,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
International Journal of Food Science,Wiley,OA,,,,,739,739
International Journal of Food Science & Technology,Wiley,Hybrid,2750,2750,2750,2900,2980,2980
International Journal of Forestry Research,Wiley,OA,,,,,739,739
International Journal of Genomics,Wiley,OA,,,,,1848,1848
International Journal of Geophysics,Wiley,OA,,,,,854,854
International Journal of Geriatric Psychiatry,Wiley,Hybrid,2950,3550,3550,3950,4070,4070
International Journal of Gynecology & Obstetrics,Wiley,Hybrid,2750,3000,3100,3300,3300,3300
International Journal of Hepatology,Wiley,OA,,,,,854,854
International Journal of Hypertension,Wiley,OA,,,,,1386,1386
International Journal of Imaging Systems and Technology,Wiley,Hybrid,2083,2083,2300,2800,2880,2880
International Journal of Immunogenetics,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Inflammation,Wiley,OA,,,,,854,854
International Journal of Intelligent Systems,Wiley,Hybrid,2500,3000,3000,3350,,3350
International Journal of Intelligent Systems,Wiley,OA,,,,,2310,2310
International Journal of Japanese Sociology,Wiley,Hybrid,2083,2083,2083,2100,,2100
International Journal of Laboratory Hematology,Wiley,Hybrid,2583,2850,2850,2900,2980,2980
International Journal of Language & CommunicationDisorders,Wiley,Hybrid,2600,2600,2600,3150,3240,3240
International Journal of Management Reviews,Wiley,Hybrid,2750,2750,2750,3250,3350,3350
International Journal of Mathematics and Mathematical Sciences,Wiley,OA,,,,,970,970
International Journal of Mechanical System Dynamics,Wiley,OA,,,3600,3600,3600,3600
International Journal of Mental Health Nursing,Wiley,Hybrid,3083,3083,3083,3083,3810,3810
International Journal of Methods in Psychiatric Research,Wiley,OA,,2100,2300,2800,3080,3080
International Journal of Methods in Psychiatric Research,Wiley,Hybrid,2500,,,,,2500
International Journal of Microbiology,Wiley,OA,,,,,854,854
International Journal of Nautical Archaeology,Wiley,Hybrid,2100,2100,,,,2100
International Journal of Nephrology,Wiley,OA,,,,,854,854
International Journal of Network Management,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
International Journal of Nonprofit and Voluntary Sector Marketing,Wiley,Hybrid,2083,2083,2083,,,2083
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",Wiley,Hybrid,2083,2083,2300,2450,2520,2520
International Journal of Nursing Knowledge,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
International Journal of Nursing Practice,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
International Journal of Older People Nursing,Wiley,Hybrid,2083,2500,2750,3350,3450,3450
International Journal of Optics,Wiley,OA,,,,,1386,1386
International Journal of Osteoarchaeology,Wiley,Hybrid,2500,2500,2750,3250,3350,3350
International Journal of Otolaryngology,Wiley,OA,,,,,739,739
International Journal of Paediatric Dentistry,Wiley,Hybrid,2850,2850,2850,3450,3550,3550
International Journal of Pediatrics,Wiley,OA,,,,,854,854
International Journal of Pharmacy Practice,Wiley,Hybrid,2100,2100,,,,2100
International Journal of Photoenergy,Wiley,OA,,,,,1848,1848
International Journal of Polymer Science,Wiley,OA,,,,,1848,1848
International Journal of Psychology,Wiley,Hybrid,2100,2450,2450,2650,2730,2730
International Journal of Quantum Chemistry,Wiley,Hybrid,3150,3150,3150,3500,3610,3610
International Journal of RF and Microwave Computer-Aided Engineering,Wiley,OA,,,,,2310,2310
International Journal of RF and Microwave Computer-Aided Engineering,Wiley,Hybrid,2083,2083,2300,2650,,2650
International Journal of Reconfigurable Computing,Wiley,OA,,,,,854,854
International Journal of Reproductive Medicine,Wiley,OA,,,,,739,739
International Journal of Rheumatic Diseases,Wiley,Hybrid,2583,2650,2650,2700,2780,2780
International Journal of Rheumatology,Wiley,OA,,,,,854,854
International Journal of Robust and Nonlinear Control,Wiley,Hybrid,2083,2500,2750,3300,3400,3400
International Journal of Rotating Machinery,Wiley,OA,,,,,854,854
International Journal of Satellite Communications and Networking,Wiley,Hybrid,2917,3000,3000,3050,3140,3140
International Journal of Selection and Assessment,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Social Welfare,Wiley,Hybrid,2150,2150,2150,2550,2620,2620
International Journal of Surgical Oncology,Wiley,OA,,,,,854,854
International Journal of Systematic Theology,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Telemedicine and Applications,Wiley,OA,,,,,854,854
International Journal of Tourism Research,Wiley,Hybrid,2083,2400,2400,2800,2880,2880
International Journal of Training and Development,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Journal of Urban and Regional Research,Wiley,Hybrid,2500,3000,3000,3050,3140,3140
International Journal of Urological Nursing,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
International Journal of Urology,Wiley,Hybrid,2750,2750,2750,2750,2830,2830
International Journal of Vascular Medicine,Wiley,OA,,,,,854,854
International Journal of Zoology,Wiley,OA,,,,,739,739
International Labour Review,Wiley,Hybrid,2083,2350,2350,2400,2480,2480
International Migration,Wiley,Hybrid,2083,2083,2300,2750,2830,2830
International Nursing Review,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
International Review of Finance,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Review of Hydrobiology,Wiley,Hybrid,2083,2083,2300,2400,2480,2480
International Review of Mission,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
International Social Science Journal,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Social Security Review,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
International Statistical Review,Wiley,Hybrid,3250,3250,3250,3600,3710,3710
International Studies of Economics,Wiley,OA,,,,2466,2466,2466
International Transactions in Operational Research,Wiley,Hybrid,2333,2333,2500,2950,3040,3040
International Transactions on Electrical Energy Systems,Wiley,Hybrid,2500,2500,2500,,,2500
International Transactions on Electrical Energy Systems,Wiley,OA,,,,,2010,2010
International Wound Journal,Wiley,OA,,,2148,2600,2860,2860
International Wound Journal,Wiley,Hybrid,3417,3417,,,,3417
International Zoo Yearbook,Wiley,Hybrid,2500,2500,,,,2500
Internet Technology Letters,Wiley,Hybrid,2110,2250,2250,2300,2370,2370
Invertebrate Biology,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Irrigation and Drainage,Wiley,Hybrid,2100,2500,2750,2800,2880,2880
Island Arc,Wiley,Hybrid,2083,2083,2300,2400,2480,2480
Israel Journal of Chemistry,Wiley,Hybrid,3000,3000,3000,3400,3500,3500
JACCP: Journal of the American College of Clinical Pharmacy,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
JBMR Plus,Wiley,OA,2252,2252,2252,2350,2350,2350
JCMS: Journal of Common Market Studies,Wiley,Hybrid,2667,2667,2667,3200,3300,3300
JCPP Advances,Wiley,OA,,,2300,2300,2300,2300
JCSM Clinical Reports,Wiley,OA,,1600,1600,1800,1980,1980
JCSM Rapid Communications,Wiley,OA,,1600,1600,1800,1980,1980
JEADV Clinical Practice,Wiley,OA,,,,2450,2450,2450
JFSA Reports,Wiley,Hybrid,,,,2600,2600,2600
JGH Open,Wiley,OA,1804,1804,1804,1804,1980,1980
JIMD Reports,Wiley,OA,,1693,1693,1693,1693,1693
JOR Spine,Wiley,OA,2065,2065,2065,2065,2065,2065
Japan Architectural Review,Wiley,OA,1377,1377,1377,1377,1377,1377
Japan Journal of Nursing Science,Wiley,Hybrid,2083,2083,2083,2300,2300,2300
Japanese Journal of Sociology,Wiley,Hybrid,,,,,2100,2100
Journal - American Water Works Association,Wiley,Hybrid,2500,,,,,2500
Journal AWWA,Wiley,Hybrid,,2500,2500,2550,2550,2550
Journal For Eighteenth-Century Studies,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal Of Regional Science,Wiley,Hybrid,2583,2583,2583,2950,3040,3040
Journal der Deutschen Dermatologischen Gesellschaft,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Journal for Specialists In Pediatric Nursing,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Journal for the Anthropology of North America,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal for the Scientific Study of Religion,Wiley,Hybrid,2100,2100,2100,2400,2480,2480
Journal for the Theory of Social Behaviour,Wiley,Hybrid,2083,2400,2400,2450,2520,2520
Journal of Accounting Research,Wiley,Hybrid,,2100,2100,2250,2320,2320
Journal of Addiction,Wiley,OA,,,,,739,739
Journal of Addictions & Offender Counseling,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Adolescence,Wiley,Hybrid,,,,2550,2550,2550
Journal of Adolescent & Adult Literacy,Wiley,Hybrid,2150,2150,2150,2150,2150,2150
Journal of Advanced Manufacturing and Processing,Wiley,Hybrid,,2962,2962,3000,3090,3090
Journal of Advanced Nursing,Wiley,Hybrid,3500,3500,3600,4050,4170,4170
Journal of Advanced Transportation,Wiley,OA,,,,,2356,2356
Journal of Advances in Modeling Earth Systems,Wiley,OA,,1625,1625,1896,1896,1896
Journal of Aging Research,Wiley,OA,,,,,854,854
Journal of Agrarian Change,Wiley,Hybrid,2500,2500,2500,2950,3040,3040
Journal of Agricultural Economics,Wiley,Hybrid,2500,3000,3000,3050,3140,3140
Journal of Agronomy and Crop Science,Wiley,Hybrid,3000,3000,3000,3500,3610,3610
Journal of American Geriatrics Society,Wiley,Hybrid,3583,3583,3583,3650,3760,3760
Journal of Analytical Methods in Chemistry,Wiley,OA,,,,,1848,1848
Journal of Analytical Psychology,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of Anatomy,Wiley,Hybrid,2500,2500,2500,2500,3000,3000
Journal of Animal Breeding and Genetics,Wiley,Hybrid,3083,3350,3350,3500,3610,3610
Journal of Animal Ecology,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Journal of Animal Physiology and Animal Nutrition,Wiley,Hybrid,3000,3000,3300,3450,3550,3550
Journal of Applied Behavior Analysis,Wiley,Hybrid,2100,2100,2200,2550,2630,2630
Journal of Applied Biobehavioral Research,Wiley,Hybrid,2083,2083,,,,2083
Journal of Applied Clinical Medical Physics,Wiley,OA,550,550,550,600,660,660
Journal of Applied Corporate Finance,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Applied Crystallography,Wiley,Hybrid,2877,2877,3400,4100,4230,4230
Journal of Applied Ecology,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Journal of Applied Econometrics,Wiley,Hybrid,2500,2600,2600,3000,3090,3090
Journal of Applied Entomology,Wiley,Hybrid,2500,3000,3000,3500,3610,3610
Journal of Applied Ichthyology,Wiley,Hybrid,2417,2417,2417,2450,,2450
Journal of Applied Ichthyology,Wiley,OA,,,,,2125,2125
Journal of Applied Mathematics,Wiley,OA,,,,,970,970
Journal of Applied Microbiology,Wiley,Hybrid,3000,3000,3000,3000,,3000
Journal of Applied Philosophy,Wiley,Hybrid,2150,2400,2400,2900,2990,2990
Journal of Applied Polymer Science,Wiley,Hybrid,3000,3000,3000,3550,3660,3660
Journal of Applied Research in Intellectual Disabilities,Wiley,Hybrid,2650,2650,2900,3500,3610,3610
Journal of Applied Social Psychology,Wiley,Hybrid,2350,2350,2350,2650,2730,2730
Journal of Applied Toxicology,Wiley,Hybrid,2950,2950,2950,3400,3500,3500
Journal of Aquatic Animal Health,Wiley,Hybrid,2500,2750,2850,2900,2980,2980
Journal of Arrhythmia,Wiley,OA,,1414,1414,1414,1414,1414
Journal of Avian Biology,Wiley,Hybrid,1500,1800,2000,,,2000
Journal of Avian Biology,Wiley,OA,,,,2000,2080,2080
Journal of Basic Microbiology,Wiley,Hybrid,2083,2083,2300,2400,2480,2480
Journal of Behavioral Decision Making,Wiley,Hybrid,2667,2667,2667,2700,2780,2780
Journal of Biochemical and Molecular Toxicology,Wiley,Hybrid,2917,3000,3150,3250,3350,3350
Journal of Biogeography,Wiley,Hybrid,3500,3500,3500,3900,4020,4020
Journal of Biomedical Materials Research Part A,Wiley,Hybrid,3214,3214,3250,3500,3600,3600
Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,Hybrid,2143,2143,2143,2550,2630,2630
Journal of Biophotonics,Wiley,Hybrid,3667,3667,3900,4000,4120,4120
