Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Journal of Engineering and Technology Management,Elsevier,Hybrid,1607,2174,2360,2430,2540,2540
Journal of English for Academic Purposes,Elsevier,Hybrid,982,1832,2360,2430,2960,2960
Journal of Environmental Chemical Engineering,Elsevier,Hybrid,2678,2209,2210,2620,2730,2730
Journal of Environmental Economics and Management,Elsevier,Hybrid,1875,1841,2500,2960,3170,3170
Journal of Environmental Management,Elsevier,Hybrid,3035,2893,2890,3140,3370,3370
Journal of Environmental Psychology,Elsevier,Hybrid,1875,1841,2630,3110,3340,3340
Journal of Environmental Radioactivity,Elsevier,Hybrid,2946,2893,2890,2980,3510,3510
Journal of Environmental Sciences,Elsevier,Hybrid,2678,2630,,2630,2740,2740
Journal of Environmental Sciences,Elsevier,"",,,2630,,,2630
Journal of Equine Rehabilitation,Elsevier,OA,,,,,1820,1820
Journal of Equine Veterinary Science,Elsevier,Hybrid,2321,2279,2440,2510,2760,2760
Journal of Ethnopharmacology,Elsevier,Hybrid,3214,3156,3060,3060,3190,3190
Journal of EuCornea,Elsevier,OA,1875,1841,,,,1841
Journal of Evidence-Based Dental Practice,Elsevier,Hybrid,2232,1893,2230,2740,3120,3120
Journal of Exercise Science & Fitness,Elsevier,OA,892,876,880,880,910,910
Journal of Exotic Pet Medicine,Elsevier,Hybrid,1785,1753,2170,2440,3080,3080
Journal of Experimental Child Psychology,Elsevier,Hybrid,2366,2323,2560,2640,2830,2830
Journal of Experimental Marine Biology and Ecology,Elsevier,Hybrid,2678,2411,2630,2710,2820,2820
Journal of Experimental Social Psychology,Elsevier,Hybrid,1830,1797,2520,2590,2780,2780
Journal of Family Business Strategy,Elsevier,Hybrid,982,2218,2520,2520,3140,3140
Journal of Financial Economics,Elsevier,Hybrid,1607,2683,3510,3620,3880,3880
Journal of Financial Intermediation,Elsevier,Hybrid,1607,2218,2760,2840,3500,3500
Journal of Financial Markets,Elsevier,Hybrid,982,1446,2020,2080,2610,2610
Journal of Financial Stability,Elsevier,Hybrid,1160,1139,2230,2760,2960,2960
Journal of Fluency Disorders,Elsevier,Hybrid,1607,2016,2820,3340,3480,3480
Journal of Fluids and Structures,Elsevier,Hybrid,2232,2323,2640,2900,3260,3260
Journal of Fluorine Chemistry,Elsevier,Hybrid,2321,2647,2640,3110,3240,3240
Journal of Food Composition and Analysis,Elsevier,Hybrid,2678,2630,2810,2900,2800,2800
Journal of Food Engineering,Elsevier,Hybrid,2857,2805,3080,3450,3700,3700
Journal of Food Protection,Elsevier,OA,,,,,1820,1820
Journal of Forensic Radiology and Imaging,Elsevier,Hybrid,2232,2192,,,,2192
Journal of Forensic and Legal Medicine,Elsevier,Hybrid,2678,2630,2840,3100,3530,3530
Journal of Fuel Chemistry and Technology,Elsevier,Hybrid,2678,2630,,,,2630
Journal of Functional Analysis,Elsevier,Hybrid,1428,1402,1630,1750,2160,2160
Journal of Functional Foods,Elsevier,OA,,2595,1660,1890,1970,1970
Journal of Functional Foods,Elsevier,Hybrid,3392,,,,,3392
Journal of Genetics and Genomics,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Journal of Geochemical Exploration,Elsevier,Hybrid,2232,2639,2920,3270,3400,3400
Journal of Geodynamics,Elsevier,Hybrid,2232,2481,2480,2860,2980,2980
Journal of Geometry and Physics,Elsevier,Hybrid,1964,2051,2340,2610,2800,2800
Journal of Geriatric Oncology,Elsevier,Hybrid,1741,1709,2630,2630,3100,3100
Journal of Global Antimicrobial Resistance,Elsevier,OA,,,1680,1680,1720,1720
Journal of Global Antimicrobial Resistance,Elsevier,Hybrid,2232,2192,,,,2192
Journal of Government and Economics,Elsevier,OA,,,1440,1440,1500,1500
Journal of Great Lakes Research,Elsevier,Hybrid,2232,2279,2410,2410,2510,2510
Journal of Gynecology Obstetrics and Human Reproduction,Elsevier,Hybrid,2321,2600,2170,2230,2800,2800
Journal of Hand Surgery,Elsevier,Hybrid,2232,2192,2630,2630,3150,3150
Journal of Hand Surgery Global Online,Elsevier,OA,1785,1753,1750,1750,1820,1820
Journal of Hand Therapy,Elsevier,Hybrid,1785,2577,2570,2650,2850,2850
Journal of Hazardous Materials,Elsevier,Hybrid,2366,2323,2780,3160,3630,3630
Journal of Hazardous Materials Advances,Elsevier,OA,,,1230,1230,1280,1280
Journal of Hazardous Materials Letters,Elsevier,OA,,,1090,1090,1140,1140
Journal of Health Economics,Elsevier,Hybrid,1741,1709,2870,2960,3630,3630
Journal of Healthcare Quality Research,Elsevier,Hybrid,2678,2630,,,,2630
Journal of Heart and Lung Transplantation,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Journal of Hepatology,Elsevier,Hybrid,2678,2630,2630,3940,4510,4510
Journal of Herbal Medicine,Elsevier,Hybrid,1517,1736,1730,1940,2190,2190
Journal of High Energy Astrophysics,Elsevier,Hybrid,1875,1841,1660,1720,2120,2120
Journal of High Technology Management Research,Elsevier,Hybrid,982,1210,1840,2280,2920,2920
Journal of Historical Geography,Elsevier,Hybrid,669,1578,2210,2210,2070,2070
Journal of Hospital Infection,Elsevier,Hybrid,2857,2805,2890,2890,3230,3230
"Journal of Hospitality, Leisure, Sport & Tourism Education",Elsevier,Hybrid,982,2411,2570,2640,3000,3000
Journal of Housing Economics,Elsevier,Hybrid,1607,2218,2400,2620,2950,2950
Journal of Human Evolution,Elsevier,Hybrid,2857,2805,3280,3550,3800,3800
Journal of Hydro-environment Research,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Hydrology,Elsevier,Hybrid,,,2800,2890,3320,3320
Journal of Hydrology X,Elsevier,OA,2857,2805,1400,1400,1640,1640
Journal of Hydrology: Regional Studies,Elsevier,OA,1607,1657,1900,2150,2240,2240
Journal of ISAKOS,Elsevier,OA,,,,1310,1370,1370
Journal of Immunological Methods,Elsevier,Hybrid,2634,2586,2330,2400,2300,2300
Journal of Immunology and Regenerative Medicine,Elsevier,Hybrid,,,3020,3020,3190,3190
Journal of Industrial Information Integration,Elsevier,Hybrid,,,1740,1890,2540,2540
Journal of Industrial and Engineering Chemistry,Elsevier,Hybrid,2232,2192,2190,2190,2280,2280
Journal of Infection,Elsevier,Hybrid,2812,2761,2760,2980,3650,3650
Journal of Infection and Chemotherapy,Elsevier,Hybrid,2232,2192,2190,2320,2420,2420
Journal of Infection and Public Health,Elsevier,OA,,,1080,1310,1820,1820
Journal of Information Security and Applications,Elsevier,Hybrid,2142,2218,2220,2500,2610,2610
Journal of Information and Intelligence,Elsevier,OA,,,,,1810,1810
Journal of Informetrics,Elsevier,Hybrid,1785,1753,2520,2920,3610,3610
Journal of Infrastructure Intelligence and Resilience,Elsevier,OA,,,,,1460,1460
Journal of Innovation & Knowledge,Elsevier,OA,,,,1580,1640,1640
Journal of Inorganic Biochemistry,Elsevier,Hybrid,2946,2893,2890,3180,3310,3310
Journal of Insect Physiology,Elsevier,Hybrid,2500,2455,2450,2650,2850,2850
Journal of Integrative Agriculture,Elsevier,Hybrid,2678,2630,,,,2630
Journal of Integrative Medicine,Elsevier,Hybrid,1607,1578,1580,1580,1640,1640
Journal of Intensive Medicine,Elsevier,OA,,,960,960,1000,1000
Journal of Interactive Marketing,Elsevier,Hybrid,1607,1578,1580,1580,1640,1640
"Journal of International Accounting, Auditing and Taxation",Elsevier,Hybrid,1607,2086,2420,2640,2750,2750
Journal of International Economics,Elsevier,Hybrid,1741,1709,2870,2870,2990,2990
"Journal of International Financial Markets, Institutions & Money",Elsevier,Hybrid,982,964,1660,2150,2490,2490
Journal of International Management,Elsevier,Hybrid,1607,2051,2360,2690,3130,3130
Journal of International Money and Finance,Elsevier,Hybrid,1607,2016,2270,2270,2570,2570
Journal of Interprofessional Education & Practice,Elsevier,Hybrid,696,1437,2010,2200,2500,2500
Journal of Invertebrate Pathology,Elsevier,Hybrid,2678,2630,2630,2880,2830,2830
Journal of Investigative Dermatology,Elsevier,Hybrid,3035,2981,2980,2980,3100,3100
Journal of Investigative Dermatology Symposium Proceedings,Elsevier,Hybrid,2857,2805,,,2920,2920
Journal of Investigative Dermatology Symposium Proceedings,Elsevier,"",,,2850,,,2850
Journal of Ionic Liquids,Elsevier,OA,,,1050,1050,1090,1090
Journal of Joint Surgery and Research,Elsevier,OA,,,,,1610,1610
Journal of King Saud University - Computer and Information Sciences,Elsevier,OA,,,,1180,1230,1230
Journal of King Saud University - Science,Elsevier,OA,,,1080,1180,1320,1320
Journal of Lipid Research,Elsevier,OA,,,2190,2190,2550,2550
Journal of Liver Transplantation,Elsevier,OA,,,1800,1800,1800,1800
Journal of Logical and Algebraic Methods in Programming,Elsevier,Hybrid,1473,1446,2080,2390,2560,2560
Journal of Loss Prevention in the Process Industries,Elsevier,Hybrid,2232,2192,3060,3060,3270,3270
Journal of Luminescence,Elsevier,Hybrid,1964,1832,1830,1880,2310,2310
Journal of Macroeconomics,Elsevier,Hybrid,982,1832,2010,2320,2490,2490
Journal of Magnetic Resonance,Elsevier,Hybrid,2857,2805,2890,3020,3240,3240
Journal of Magnetic Resonance Open,Elsevier,OA,,,1310,1310,1370,1370
Journal of Magnetism and Magnetic Materials,Elsevier,Hybrid,2634,2586,2480,2550,2740,2740
Journal of Manipulative and Physiological Therapeutics,Elsevier,Hybrid,2946,2893,2540,2540,2650,2650
Journal of Manufacturing Processes,Elsevier,Hybrid,2678,2630,2630,2630,3010,3010
Journal of Manufacturing Systems,Elsevier,Hybrid,2767,2718,2890,3060,3280,3280
Journal of Marine Systems,Elsevier,Hybrid,2857,2472,2630,2630,2820,2820
Journal of Mass Spectrometry & Advances in the Clinical Lab,Elsevier,OA,,,790,790,820,820
Journal of Materials Processing Technology,Elsevier,Hybrid,3035,2981,2980,3340,3480,3480
Journal of Materials Research and Technology,Elsevier,OA,892,876,960,1140,1190,1190
Journal of Materials Science & Technology,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Materiomics,Elsevier,OA,,,,,1600,1600
Journal of Mathematical Analysis and Applications,Elsevier,Hybrid,1428,1402,1940,2300,2800,2800
Journal of Mathematical Behavior,Elsevier,Hybrid,1607,2367,2360,2430,2610,2610
Journal of Mathematical Economics,Elsevier,Hybrid,982,1595,1970,2230,2400,2400
Journal of Mathematical Psychology,Elsevier,Hybrid,1696,1665,2470,2540,2500,2500
Journal of Medical Imaging and Radiation Sciences,Elsevier,Hybrid,2946,2893,2540,2540,2650,2650
Journal of Medical Mycology,Elsevier,Hybrid,,,2200,2410,2640,2640
Journal of Membrane Science,Elsevier,Hybrid,3303,3244,3340,3590,4120,4120
Journal of Membrane Science Letters,Elsevier,OA,,,1090,1090,1140,1140
Journal of Memory and Language,Elsevier,Hybrid,1875,1841,2780,3290,3430,3430
Journal of Microbiological Methods,Elsevier,Hybrid,2857,2805,2410,2410,2510,2510
"Journal of Microbiology, Immunology and Infection",Elsevier,OA,1205,1183,1180,1580,1820,1820
Journal of Migration and Health,Elsevier,OA,,,1670,1670,1740,1740
Journal of Minimally Invasive Gynecology,Elsevier,Hybrid,,,2590,2590,2740,2740
Journal of Molecular Biology,Elsevier,Hybrid,2232,2192,2890,3280,3620,3620
Journal of Molecular Graphics and Modelling,Elsevier,Hybrid,2321,2428,2630,2900,3110,3110
Journal of Molecular Liquids,Elsevier,Hybrid,2410,2367,3120,3120,3250,3250
Journal of Molecular Spectroscopy,Elsevier,Hybrid,1785,1753,2440,2880,2740,2740
Journal of Molecular Structure,Elsevier,Hybrid,2321,2279,2420,2490,2940,2940
Journal of Molecular and Cellular Cardiology,Elsevier,Hybrid,2366,2323,2910,2910,3120,3120
Journal of Molecular and Cellular Cardiology Plus,Elsevier,OA,,,,1660,1730,1730
Journal of Monetary Economics,Elsevier,Hybrid,1607,2349,2530,2790,3390,3390
Journal of Multinational Financial Management,Elsevier,Hybrid,982,964,1740,2140,2620,2620
Journal of Multivariate Analysis,Elsevier,Hybrid,1785,2042,2230,2300,2790,2790
Journal of Natural Gas Science and Engineering,Elsevier,Hybrid,2232,2551,2550,3020,,3020
Journal of Natural Pesticide Research,Elsevier,OA,,,,1660,1730,1730
Journal of Neonatal Nursing,Elsevier,Hybrid,2678,2630,2360,2360,2460,2460
Journal of Network and Computer Applications,Elsevier,Hybrid,2142,2235,2670,2750,2860,2860
Journal of Neuroimmunology,Elsevier,Hybrid,2812,2761,2760,2840,3200,3200
Journal of Neurolinguistics,Elsevier,Hybrid,1964,2095,2090,2540,2650,2650
Journal of Neuroradiology,Elsevier,Hybrid,2321,2360,2400,2960,3580,3580
Journal of Neurorestoratology,Elsevier,OA,,,,1490,1550,1550
Journal of Neuroscience Methods,Elsevier,Hybrid,2187,2148,2470,2540,3000,3000
Journal of Non-Crystalline Solids,Elsevier,Hybrid,,,1930,2380,2710,2710
Journal of Non-Crystalline Solids: X,Elsevier,OA,1964,1929,1630,1630,1950,1950
Journal of Non-Newtonian Fluid Mechanics,Elsevier,Hybrid,2321,2279,2610,2690,2800,2800
Journal of Nuclear Materials,Elsevier,Hybrid,3125,2840,2560,2430,2460,2460
Journal of Number Theory,Elsevier,Hybrid,1517,1490,1970,2390,2700,2700
Journal of Nursing Regulation,Elsevier,Hybrid,,,,,2600,2600
Journal of Nutrition & Intermediary Metabolism,Elsevier,OA,1651,1622,,,,1622
Journal of Nutrition Education and Behavior,Elsevier,Hybrid,2232,2192,2360,2360,2590,2590
Journal of Obsessive-Compulsive and Related Disorders,Elsevier,Hybrid,1607,1788,2230,2300,2730,2730
"Journal of Obstetric, Gynecologic & Neonatal Nursing",Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Obstetrics and Gynaecology Canada,Elsevier,Hybrid,2678,2630,2630,2710,2830,2830
"Journal of Open Innovation: Technology, Market, and Complexity",Elsevier,OA,,,,,910,910
Journal of Operations Management,Elsevier,Hybrid,1785,1753,,,,1753
Journal of Optometry,Elsevier,OA,,,1530,1530,1530,1530
Journal of Oral Biology and Craniofacial Research,Elsevier,"",,,1090,,,1090
Journal of Oral Biology and Craniofacial Research,Elsevier,OA,,,,,1640,1640
Journal of Oral Biology and Craniofacial Research,Elsevier,Hybrid,2678,2630,,1090,,1090
Journal of Oral Biosciences,Elsevier,Hybrid,2678,2630,2360,2360,2690,2690
Journal of Oral and Maxillofacial Surgery,Elsevier,Hybrid,2678,2630,2630,2890,3010,3010
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",Elsevier,Hybrid,2678,2630,2360,2360,2460,2460
Journal of Organometallic Chemistry,Elsevier,Hybrid,2455,2411,2700,2960,3170,3170
Journal of Orthopaedic Reports,Elsevier,OA,,,,530,550,550
Journal of Orthopaedic Science,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Orthopaedic Translation,Elsevier,OA,1116,1096,1750,1750,1820,1820
Journal of Orthopaedics,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Outdoor Recreation and Tourism,Elsevier,Hybrid,982,2314,2560,2640,2750,2750
Journal of Pain and Symptom Management,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Journal of Palaeogeography,Elsevier,OA,,,,1310,1370,1370
Journal of Parallel and Distributed Computing,Elsevier,Hybrid,2142,2104,2340,2770,2880,2880
Journal of Pathology Informatics,Elsevier,OA,,,,1230,1280,1280
Journal of Pediatric Health Care,Elsevier,Hybrid,2232,2192,2230,2230,2330,2330
Journal of Pediatric Nursing,Elsevier,Hybrid,2232,2402,2810,2900,3300,3300
Journal of Pediatric Surgery,Elsevier,Hybrid,2232,2612,2870,2960,3370,3370
Journal of Pediatric Surgery Case Reports,Elsevier,OA,491,482,570,670,790,790
Journal of Pediatric Surgery Open,Elsevier,OA,,,,,1820,1820
Journal of Pediatric Urology,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Journal of Pediatric and Adolescent Gynecology,Elsevier,Hybrid,2232,2192,2190,2190,2690,2690
Journal of PeriAnesthesia Nursing,Elsevier,Hybrid,2232,2192,2190,2190,2280,2280
Journal of Petroleum Science and Engineering,Elsevier,Hybrid,2946,2376,2370,2810,,2810
Journal of Pharmaceutical Analysis,Elsevier,OA,,,,1580,1640,1640
Journal of Pharmaceutical Sciences,Elsevier,Hybrid,2812,2761,3170,3170,3300,3300
Journal of Pharmaceutical and Biomedical Analysis,Elsevier,Hybrid,2901,2683,2890,3060,3190,3190
Journal of Pharmaceutical and Biomedical Analysis Open,Elsevier,OA,,,,,1370,1370
Journal of Pharmacological Sciences,Elsevier,OA,892,876,1580,1580,1890,1890
Journal of Pharmacological and Toxicological Methods,Elsevier,Hybrid,3125,3068,2710,2710,2910,2910
Journal of Phonetics,Elsevier,Hybrid,1160,1139,2230,2760,3400,3400
Journal of Photochemistry and Photobiology,Elsevier,OA,,767,1490,1490,1550,1550
Journal of Photochemistry and Photobiology A: Chemistry,Elsevier,Hybrid,2321,2569,2570,2790,3000,3000
Journal of Photochemistry and Photobiology B: Biology,Elsevier,Hybrid,2946,2893,2710,2790,3450,3450
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,Elsevier,Hybrid,2946,2893,3620,3720,4400,4400
Journal of Physics and Chemistry of Solids,Elsevier,Hybrid,1964,1929,2090,2440,2620,2620
Journal of Physiotherapy,Elsevier,OA,,,3020,3020,3150,3150
Journal of Plant Physiology,Elsevier,Hybrid,2276,2235,2480,2780,2980,2980
"Journal of Plastic, Reconstructive & Aesthetic Surgery",Elsevier,Hybrid,2946,2893,3040,3040,3160,3160
Journal of Policy Modeling,Elsevier,Hybrid,1071,1052,1050,1050,1370,1370
Journal of Power Sources,Elsevier,Hybrid,3616,3200,3200,3290,3750,3750
Journal of Power Sources Advances,Elsevier,OA,,,2160,2160,2280,2280
Journal of Pragmatics,Elsevier,Hybrid,1160,1139,2190,2260,2430,2430
Journal of Process Control,Elsevier,Hybrid,2142,2314,2820,2910,3380,3380
Journal of Professional Nursing,Elsevier,Hybrid,2232,2525,3100,3100,3150,3150
Journal of Prosthetic Dentistry,Elsevier,Hybrid,2678,2630,2700,3060,3370,3370
Journal of Prosthodontic Research,Elsevier,Hybrid,2678,2630,,,,2630
Journal of Proteomics,Elsevier,Hybrid,3169,3112,3350,3350,3150,3150
Journal of Psychiatric Research,Elsevier,Hybrid,2991,2937,2700,2780,2890,2890
Journal of Psychosomatic Research,Elsevier,Hybrid,3259,3200,3060,2840,3050,3050
Journal of Public Economics,Elsevier,Hybrid,1830,,1790,2450,3030,3030
Journal of Public Economics Plus,Elsevier,OA,,,,,1370,1370
Journal of Public Transportation,Elsevier,OA,,,,1490,1630,1630
Journal of Purchasing & Supply Management,Elsevier,Hybrid,,,2420,2490,2960,2960
Journal of Purchasing and Supply Management,Elsevier,Hybrid,982,1753,,,,1753
Journal of Pure and Applied Algebra,Elsevier,Hybrid,1339,1622,2410,2480,2650,2650
Journal of Quantitative Spectroscopy and Radiative Transfer,Elsevier,Hybrid,2500,2270,2150,2150,2060,2060
Journal of Radiation Research and Applied Sciences,Elsevier,OA,,,,1050,1090,1090
Journal of Radiology Nursing,Elsevier,Hybrid,2232,2192,2190,2190,2280,2280
Journal of Rail Transport Planning & Management,Elsevier,Hybrid,982,1446,2020,2260,2350,2350
Journal of Rare Earths,Elsevier,Hybrid,2678,552,550,550,570,570
Journal of Renal Nutrition,Elsevier,Hybrid,2232,2192,2440,2440,2830,2830
Journal of Reproductive Immunology,Elsevier,Hybrid,2410,2367,3280,3370,3230,3230
Journal of Research in Personality,Elsevier,Hybrid,1830,1797,1940,2010,2390,2390
Journal of Responsible Technology,Elsevier,OA,,,1140,1140,1140,1140
Journal of Retailing,Elsevier,Hybrid,982,964,960,1350,1760,1760
Journal of Retailing and Consumer Services,Elsevier,Hybrid,1160,1139,2230,2640,3120,3120
Journal of Rural Studies,Elsevier,Hybrid,1875,1841,2640,3130,3260,3260
Journal of Safety Research,Elsevier,Hybrid,1785,1753,2540,2540,2940,2940
Journal of Safety and Sustainability,Elsevier,OA,,,,,1820,1820
Journal of Saudi Chemical Society,Elsevier,OA,,,1080,1080,1140,1140
Journal of School Psychology,Elsevier,Hybrid,1607,1578,2540,2540,2650,2650
Journal of Science and Medicine in Sport,Elsevier,Hybrid,2678,2630,2750,2750,3150,3150
Journal of Science: Advanced Materials and Devices,Elsevier,OA,,,,1140,1190,1190
Journal of Sea Research,Elsevier,Hybrid,2321,2279,2280,,,2280
Journal of Sea Research,Elsevier,OA,,,,1970,2050,2050
Journal of Second Language Writing,Elsevier,Hybrid,1607,2051,2840,2920,3290,3290
Journal of Shoulder and Elbow Surgery,Elsevier,Hybrid,2455,2411,3060,3060,3510,3510
Journal of Solid State Chemistry,Elsevier,Hybrid,2857,2805,2800,2800,2920,2920
Journal of Sound and Vibration,Elsevier,Hybrid,2946,2691,2690,3180,3710,3710
Journal of South American Earth Sciences,Elsevier,Hybrid,2232,2192,2480,2550,2540,2540
Journal of Space Safety Engineering,Elsevier,Hybrid,,,1900,2090,2230,2230
Journal of Statistical Planning and Inference,Elsevier,Hybrid,1785,1753,1840,2220,2640,2640
Journal of Steroid Biochemistry and Molecular Biology,Elsevier,Hybrid,3526,3463,2520,2600,3180,3180
"Journal of Stomatology, Oral and Maxillofacial Surgery",Elsevier,Hybrid,1785,2000,2020,2020,2600,2600
Journal of Stored Products Research,Elsevier,Hybrid,2366,2323,2640,2720,3360,3360
Journal of Strategic Information Systems,Elsevier,Hybrid,1607,2209,2520,3100,3810,3810
Journal of Stroke and Cerebrovascular Diseases,Elsevier,Hybrid,3080,3025,2630,2630,2740,2740
Journal of Structural Biology,Elsevier,Hybrid,2455,,2890,3330,3570,3570
Journal of Structural Biology: X,Elsevier,OA,2455,2411,1740,1740,2110,2110
Journal of Structural Geology,Elsevier,Hybrid,3169,3112,2710,2710,2620,2620
Journal of Substance Abuse Treatment,Elsevier,Hybrid,2678,2630,2630,2920,,2920
Journal of Substance Use and Addiction Treatment,Elsevier,Hybrid,,,,,3050,3050
Journal of Surgical Education,Elsevier,Hybrid,2678,2630,2420,2420,2770,2770
Journal of Surgical Research,Elsevier,Hybrid,2678,2630,2360,2430,2960,2960
Journal of Symbolic Computation,Elsevier,Hybrid,1517,1490,1660,1800,2430,2430
Journal of Systems Architecture,Elsevier,Hybrid,1339,1692,1690,1890,2330,2330
Journal of Systems and Software,Elsevier,Hybrid,1428,1402,2190,2480,3060,3060
Journal of Taibah University Medical Sciences,Elsevier,OA,,,,550,570,570
Journal of Terramechanics,Elsevier,Hybrid,2232,2192,2490,2710,2910,2910
Journal of The American College of Surgeons,Elsevier,Hybrid,,,3150,,,3150
Journal of The American Society of Echocardiography,Elsevier,Hybrid,,,2630,2760,2920,2920
Journal of The Franklin Institute,Elsevier,Hybrid,,,1880,2210,2460,2460
Journal of The Japanese and International Economies,Elsevier,Hybrid,1607,1999,,,,1999
Journal of Theoretical Biology,Elsevier,Hybrid,2589,2542,2280,2280,2150,2150
Journal of Thermal Biology,Elsevier,Hybrid,2678,2630,2550,2630,2950,2950
Journal of Thoracic Oncology,Elsevier,Hybrid,2500,2455,2450,2820,3650,3650
Journal of Thoracic and Cardiovascular Surgery,Elsevier,Hybrid,,,2580,2580,3230,3230
Journal of Thrombosis and Haemostasis,Elsevier,Hybrid,,,,,3420,3420
Journal of Tissue Viability,Elsevier,Hybrid,1517,1490,2080,2080,2720,2720
Journal of Trace Elements and Minerals,Elsevier,OA,,,,1580,1640,1640
Journal of Trace Elements in Medicine and Biology,Elsevier,Hybrid,1785,1753,2710,2790,3270,3270
Journal of Traditional Chinese Medical Sciences,Elsevier,OA,,,,,1280,1280
Journal of Translational Autoimmunity,Elsevier,OA,2008,1972,1970,1970,2190,2190
Journal of Transport & Health,Elsevier,Hybrid,1830,1797,2110,2470,2570,2570
Journal of Transport Geography,Elsevier,Hybrid,1160,1139,2100,2330,2430,2430
Journal of Urban Economics,Elsevier,Hybrid,1607,2367,2610,3230,3470,3470
Journal of Urban Management,Elsevier,OA,,,1040,1040,1090,1090
Journal of Urban Mobility,Elsevier,OA,,,1310,1310,1370,1370
Journal of Vascular Nursing,Elsevier,Hybrid,2232,2192,2190,2190,2510,2510
Journal of Vascular Surgery,Elsevier,Hybrid,3169,3112,3110,3510,3660,3660
"Journal of Vascular Surgery Cases, Innovations and Techniques",Elsevier,OA,491,482,480,480,500,500
Journal of Vascular Surgery: Venous and Lymphatic Disorders,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Journal of Vascular and Interventional Radiology,Elsevier,Hybrid,2678,2630,2630,2800,2920,2920
Journal of Veterinary Behavior,Elsevier,Hybrid,2232,2367,3040,3130,3360,3360
Journal of Veterinary Cardiology,Elsevier,Hybrid,2678,2630,2630,2710,2900,2900
Journal of Virological Methods,Elsevier,Hybrid,2187,2148,2580,2650,2850,2850
Journal of Virus Eradication,Elsevier,OA,,,1710,1710,2060,2060
Journal of Visceral Surgery,Elsevier,Hybrid,1339,2235,2230,1930,1930,1930
Journal of Visual Communication and Image Representation,Elsevier,Hybrid,2142,1727,1720,1780,1960,1960
Journal of Vocational Behavior,Elsevier,Hybrid,1919,1885,3140,3590,3740,3740
Journal of Voice,Elsevier,Hybrid,2678,2630,2630,2630,3140,3140
Journal of Volcanology and Geothermal Research,Elsevier,Hybrid,2455,2411,2410,2480,2850,2850
Journal of Water Process Engineering,Elsevier,Hybrid,2232,2192,2710,2790,3000,3000
Journal of Web Semantics,Elsevier,Hybrid,2142,2104,2540,2620,2560,2560
Journal of Wind Engineering & Industrial Aerodynamics,Elsevier,Hybrid,2366,2323,2650,2650,2960,2960
Journal of World Business,Elsevier,Hybrid,1830,1797,3030,3510,3770,3770
Journal of the Academy of Consultation-Liaison Psychiatry,Elsevier,Hybrid,,,2630,2630,2740,2740
Journal of the Academy of Nutrition and Dietetics,Elsevier,Hybrid,2455,2411,2890,2890,3410,3410
Journal of the American Academy of Child & Adolescent Psychiatry,Elsevier,Hybrid,2455,2411,,,,2411
Journal of the American Academy of Child and Adolescent Psychiatry,Elsevier,Hybrid,,,2630,2630,2740,2740
Journal of the American Academy of Dermatology,Elsevier,Hybrid,3303,3244,3240,3490,3640,3640
Journal of the American College of Cardiology,Elsevier,Hybrid,2678,2630,3150,4380,5930,5930
Journal of the American College of Radiology,Elsevier,Hybrid,2946,2893,2890,3090,3220,3220
Journal of the American College of Surgeons,Elsevier,Hybrid,2678,2630,,,,2630
Journal of the American Medical Directors Association,Elsevier,Hybrid,3392,3331,3330,3830,3990,3990
Journal of the American Pharmacists Association,Elsevier,Hybrid,1517,1490,2300,2300,2400,2400
Journal of the American Society of Cytopathology,Elsevier,Hybrid,2678,2630,2500,2500,2600,2600
Journal of the American Society of Echocardiography,Elsevier,Hybrid,2678,2630,,,,2630
Journal of the Association for Vascular Access,Elsevier,Hybrid,2232,2192,,,,2192
Journal of the Energy Institute,Elsevier,Hybrid,1785,1753,2440,2980,3270,3270
Journal of the European Ceramic Society,Elsevier,Hybrid,3125,3068,3060,3160,3560,3560
Journal of the Formosan Medical Association,Elsevier,OA,892,876,,,,876
Journal of the Franklin Institute,Elsevier,Hybrid,1785,1753,,,,1753
Journal of the Indian Chemical Society,Elsevier,Hybrid,,,880,880,910,910
Journal of the Japanese and International Economies,Elsevier,Hybrid,,,2150,2440,2770,2770
Journal of the Korean Statistical Society,Elsevier,Hybrid,669,657,,,,657
Journal of the Mechanical Behavior of Biomedical Materials,Elsevier,Hybrid,2678,2569,2840,2840,2950,2950
Journal of the Mechanics and Physics of Solids,Elsevier,Hybrid,3348,3288,3120,3210,3700,3700
Journal of the National Cancer Center,Elsevier,OA,,,1580,1580,1640,1640
Journal of the National Medical Association,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
