"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Glia","Molecular and Cellular Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10981136","3903","2.364","Q1 (Cellular and Molecular Neuroscience; Neurology)","203","No","1098-1136","0894-1491"
"Global Spine Journal","Generalist","Sage Publishing","For-profit associated with a society","OA","AO Spine","","USA","https://journals.sagepub.com/home/gsja","","1.306","Q1 (Neurology; Orthopedics and Sports Medicine; Surgery)","69","No","2192-5690","2192-5682"
"Gériatrie et Psychologie Neuropsychiatrie du Vieillissement","Developmental Neuroscience","John Libbey Eurotext","For-profit associated with a society","Hybrid","Société française de gériatrie et de gérontologie (SFGG); Société francophone de psychogériatrie et de psychiatrie de la personne âgée (SF3PA); Association des jeunes gériatres (AJG)","Society/Association","France","https://www.jle.com/fr/revues/gpn/revue.phtml","424","0.154","Q4 (Biological Psychiatry; Geriatrics and Gerontology; Medicine; Neurology; Neuropsychology and Physiological Psychology)","23","No","2115-7863","2115-8789"
"Harvard Review of Psychiatry","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit associated with a society","Hybrid","Departments of Psychiatry, Harvard teaching hospitals","University/Government","Netherlands / USA","https://journals.lww.com/hrpjournal/pages/default.aspx","2020","1.062","Q2 (Psychiatry and Mental Health)","101","No","1465-7309","1067-3229"
"Headache","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","American Headache Society","Society/Association","USA","https://headachejournal.onlinelibrary.wiley.com/","3358","0.905","Q2 (Neurology)","154","No","1526-4610","0017-8748"
"Hearing Research","Sensory Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/hearing-research","2295","0.891","Q2 (Sensory Systems)","145","No","1878-5891","0378-5955"
"Hippocampus","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10981063","2999","1.098","Q2 (Cognitive Neuroscience)","180","No","1098-1063","1050-9631"
"Hormones and Behavior","Behavioral Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Society for Behavioral Neuroendocrinology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/hormones-and-behavior","2654","0.876","Q2 (Behavioral Neuroscience; Endocrine and Autonomic Systems; Endocrinology)","171","No","1095-6867","0018-506X"
"Human Brain Mapping","Generalist","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/10970193","3251","1.501","Q1 (Anatomy; Neurology; Radiological and Ultrasound Technology; Radiology, Nuclear Medicine and Imaging)","231","No","1097-0193","1065-9471"
"IEEE transactions on cognitive and developmental systems","Developmental Neuroscience","Institute of Electrical and Electronics Engineers (IEEE) Signal Processing Society","Non-profit","Hybrid","Institute of Electrical and Electronics Engineers (IEEE) Signal Processing Society","Society/Association","USA","https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274989","985","1.279","Q1 (Artificial Intelligence; Software)","66","No","2379-8939","2379-8920"
"Imagination, Cognition and Personality","Cognitive Neuroscience","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/icaa","","0.395","Q3 (Cognitive Neuroscience; Experimental and Cognitive Psychology; Psychology)","39","No","1541-4477","0276-2366"
"Imaging Neuroscience","Cognitive Neuroscience","MIT Press","University Press","OA","","University/Government","USA","https://direct.mit.edu/imag","1620","0.791","Q2 (Medicine; Neurology; Neuroscience; Radiology, Nuclear Medicine and Imaging)","13","No","2837-6056",""
"International Gambling Studies","Addiction","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/rigs20","742","0.729","Q2 (Applied Psychology)","47","No","1479-4276","1445-9795"
"International Journal of Audiology","Sensory Neuroscience","Taylor & Francis Group","For-profit associated with a society","Hybrid","","","UK","https://www.tandfonline.com/journals/iija20","2457","0.745","Q1 (Linguistics and Language; Speech and Hearing)","107","No","1708-8186","1499-2027"
"International Journal of Bipolar Disorders","Clinical Neuroscience","Springer Nature","For-profit associated with a society","OA","International Group for The Study of Lithium Treated Patients; Deutsche Gesellschaft für Bipolare Störungen (DGBS)","Society/Association","UK","https://journalbipolardisorders.springeropen.com/","2545","1.423","Q1 (Psychiatry and Mental Health)","42","No","2194-7511",""
"International Journal of Developmental Neuroscience","Developmental Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","The International Society for Developmental Neuroscience (ISDN)","Society/Association","UK","https://onlinelibrary.wiley.com/journal/1873474x","2545","0.504","Q3 (Developmental Biology; Developmental Neuroscience)","103","No","1873-474X","0736-5748"
"International Journal of Geriatric Psychiatry","Clinical Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10991166","2685","1.13","Q1 (Psychiatry and Mental Health)","162","No","1099-1166","0885-6230"
"International Journal of Language and Communication Disorders","Cognitive Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Royal College of Speech and Language Therapists","","USA","https://onlinelibrary.wiley.com/journal/14606984","2251","0.806","Q1 (Linguistics and Language; Speech and Hearing)","94","No","1460-6984","1368-2822"
"International Journal of Mental Health and Addiction","Addiction","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11469","2341","1.102","Q2 (Psychiatry and Mental Health)","87","No","1557-1882","1557-1874"
"International Journal of Neuroscience","Generalist","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/ines20","","0.506","Q3 (Medicine; Neuroscience)","85","No","1563-5279","0020-7454"
"International Journal of Psychophysiology","Neurophysiology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/international-journal-of-psychophysiology","2530","0.982","Q1 (Neuropsychology and Physiological Psychology)","160","No","1872-7697","0167-8760"
"International Journal of Social Psychiatry","Social Neuroscience","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/ispa","286","1.081","Q1 (Medicine)","90","No","1741-2854","0020-7640"
"International Journal of Social Psychology","Social Neuroscience","Sage Publishing","For-profit associated with a society","","Fundacion Infanzia y Aprendizaje","Non-profit","USA","https://journals.sagepub.com/home/spja","","0.404","Q3 (Social Psychology)","31","No","1579-3680","0213-4748"
"International Journal of Stroke","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","International Journal of Stroke","","USA","https://journals.sagepub.com/home/wsoa","1271","2.115","Q1 (Neurology)","112","No","1747-4949","1747-4930"
"Interventional Neuroradiology","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","","World Federation of Interventional and Therapeutic Neuroradiology","","USA","https://journals.sagepub.com/home/inea","","0.661","Q2 (Cardiology and Cardiovascular Medicine; Neurology; Radiology, Nuclear Medicine and Imaging)","48","No","2385-2011","1591-0199"
"Investigative Ophthalmology and Visual Science","Sensory Neuroscience","The Association for Research in Vision and Ophtalmology (ARVO)","Non-profit","OA","The Association for Research in Vision and Ophtalmology (ARVO)","Society/Association","USA","https://iovs.arvojournals.org/","1652","1.274","Q1 (Ophthalmology; Sensory Systems)","268","No","1552-5783","0146-0404"
"Irish Journal of Psychological Medicine","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","","the College of Psychiatrists of Ireland","","UK","https://www.cambridge.org/core/journals/irish-journal-of-psychological-medicine","","0.551","Q1 (History and Philosophy of Science)","39","No","2051-6967","0790-9667"
"JAMA Neurology","Clinical Neuroscience","American Medical Association (AMA)","Non-profit","Hybrid","American Medical Association (AMA)","Society/Association","USA","https://jamanetwork.com/journals/jamaneurology","5276","5.599","Q1 (Neurology)","298","No","2168-6157","2168-6149"
"JAMA Psychiatry","Clinical Neuroscience","American Medical Association (AMA)","Non-profit","Hybrid","American Medical Association (AMA)","Society/Association","USA","https://jamanetwork.com/journals/jamapsychiatry","4775","5.335","Q1 (Medicine; Psychiatry and Mental Health)","429","No","2168-6238","2168-622X"
"Journal of Affective Disorders","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","International Society for Affective Disorders","Society/Association","Netherlands","https://www.journals.elsevier.com/journal-of-affective-disorders","2545","1.996","Q1 (Clinical Psychology; Psychiatry and Mental Health)","260","No","1573-2517","0165-0327"
"Journal of Affective Disorders Reports","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","International Society for Affective Disorders","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-affective-disorders-reports","1128","0.856","Q2 (Clinical Psychology; Psychiatry and Mental Health)","39","No","2666-9153","2666-9153"
"Journal of Alzheimer's Disease","Clinical Neuroscience","Sage Publishing (IOS Press)","For-profit","Hybrid","","","Germany / UK","https://journals.sagepub.com/home/alz","3564","1.093","Q1 (Clinical Psychology; Medicine)","198","No","1875-8908","1387-2877"
"Journal of Applied Psychology","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/apl/","","5.473","Q1 (Applied Psychology)","371","No","1939-1854","0021-9010"
"Journal of Attention Disorders","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","American Professional Society of ADHD and Related Disorders (APSARD)","Society/Association","USA","https://journals.sagepub.com/home/JAD","1137","1.186","Q1 (Clinical Psychology; Developmental and Educational Psychology)","100","No","1557-1246","1087-0547"
"Journal of Autism and Developmental Disorders","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10803","2798","1.169","Q1 (Developmental and Educational Psychology)","234","No","1573-3432","0162-3257"
"Journal of Behavioral Addictions","Addiction","Wolters Kluwer (Akadémiai Kiadó (AK) Journals)","For-profit associated with a society","OA","International Society of Addiction Journal Editors (ISAJE)","Society/Association","Hungary","https://akjournals.com/view/journals/2006/2006-overview.xml","1113","2.051","Q1 (Clinical Psychology; Medicine; Psychiatry and Mental Health)","95","No","2063-5303","2062-5871"
"Journal of Central Nervous System Disease","Clinical Neuroscience","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/cnsa","1934","0.719","Q2 (Neurology)","18","No","1179-5735","1179-5735"
"Journal of Child Neurology","Developmental Neuroscience","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/jcna","","0.557","Q2 (Pediatrics, Perinatology and Child Health)","128","No","1708-8283","0883-0738"
"Journal of Clinical and Experimental Neuropsychology","Clinical Neuroscience","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/ncen20","","0.447","Q3 (Clinical Psychology; Neurology; Neuropsychology and Physiological Psychology)","129","No","1744-411X","1380-3395"
"Journal of Cognition","Cognitive Neuroscience","Ubiquity Press Ltd","Non-profit","OA","The European Society for Cognitive Psychology","Society/Association","UK","https://journalofcognition.org/","853","1.216","Q1 (Experimental and Cognitive Psychology)","27","No","2514-4820","2514-4820"
"Journal of Cognitive Neuroscience","Cognitive Neuroscience","MIT Press","University Press","Hybrid","","University/Government","USA","https://direct.mit.edu/jocn","1571","1.198","Q1 (Cognitive Neuroscience)","249","No","1530-8898","0898-929X"
"Journal of Cognitive Psychology","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pecp21","3248","0.577","Q3 (Experimental and Cognitive Psychology)","78","No","2044-592X","2044-5911"
"Journal of Comparative Neurology","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10969861","3045","0.992","Q2 (Neuroscience)","238","No","1096-9861","0021-9967"
"Journal of Comparative Physiology A Neuroethology Sensory Neural and Behavioral Physiology","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/359","3039","0.768","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","109","No","1432-1351","0340-7594"
"Journal of Comparative Psychology","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/com","","0.403","Q2 (Ecology, Evolution, Behavior and Systematics)","95","No","1939-2087","0735-7036"
"Journal of Computational Neuroscience","Methods","Springer Nature (BioMed Central)","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10827","2845","0.449","Q3 (Cognitive Neuroscience)","89","No","1573-6873","0929-5313"
"Journal of ECT","Neuromodulation","Wolters Kluwer (Lippincott)","For-profit associated with a society","Hybrid","International Society for ECT and Neurostimulation","Society/Association","Netherlands / USA","https://journals.lww.com/ectjournal/pages/default.aspx","2838","0.757","Q2 (Medicine; Psychiatry and Mental Health)","73","No","1533-4112","1095-0680"
"Journal of Eating Disorders","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://jeatdisord.biomedcentral.com/","2008","1.544","Q1 (Behavioral Neuroscience; Nutrition and Dietetics; Psychiatry and Mental Health)","61","No","2050-2974",""
"Journal of Ethnicity in Substance Abuse","Addiction","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/wesa20","2020","0.476","Q2 (Health)","39","No","1533-2659","1533-2640"
"Journal of Experimental Psychology: General","Behavioral Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/xge","3340","1.938","Q1 (Developmental Neuroscience; Experimental and Cognitive Psychology; Medicine; Psychology)","204","No","1939-2222","0096-3445"
"Journal of Experimental Psychology: Learning, Memory, and Cognition","Behavioral Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/xlm","2718","1.219","Q1 (Experimental and Cognitive Psychology; Linguistics and Language)","187","No","1939-1285","0278-7393"
"Journal of Fluency Disorders","Cognitive Neuroscience","Elsevier","For-profit associated with a society","Hybrid","World Stuttering & Cluttering Organization (WSCO)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-fluency-disorders","2652","0.812","Q1 (Linguistics and Language; LPN and LVN; Speech and Hearing)","72","No","1873-801X","0094-730X"
"Journal of Geriatric Psychiatry and Neurology","Clinical Neuroscience","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/jgpb","","0.904","Q2 (Geriatrics and Gerontology; Neurology; Psychiatry and Mental Health)","84","No","1552-5708","0891-9887"
"Journal of Integrative Neuroscience","Generalist","IMR","For-profit","OA","","","Singapore","https://www.imrpress.com/journal/JIN","2465","0.8","Q2 (Medicine; Neuroscience)","45","No","1757-448X","0219-6352"
"Journal of Molecular Neuroscience","Molecular and Cellular Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","European Society for Neurochemistry (ESN)","Society/Association","Germany / UK","https://link.springer.com/journal/12031","2908","0.788","Q2 (Medicine)","108","No","1559-1166","0895-8696"
"Journal of Motor Behavior","Neurophysiology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/vjmb20","4972","0.446","Q3 (Biophysics; Cognitive Neuroscience; Experimental and Cognitive Psychology; Orthopedics and Sports Medicine; Sports Science)","85","No","1940-1027","0022-2895"
"Journal of Multiple Sclerosis Research","Clinical Neuroscience","Multiple Sclerosis Research Association","Non-profit","","Multiple Sclerosis Research Association","Society/Association","Turkey","https://jmsres.com/","","","","","No","2791-7851","2791-7851"
"Journal of Multiple Sclerosis Research and Neuroimmunology","Neuroimmunology","Korean Society of Neuroimmunology","Non-profit","","Korean Society of Neuroimmunology","Society/Association","Republic of Korea (South Korea)","https://jmsni.org/","","","","","No","2951-2972","2733-8290"
"Journal of Musculoskeletal and Neuronal Interactions","Neurophysiology","Hylonome Publications","For-profit associated with a society","OA","International Society of Musculoskeletal and Neuronal Interactions (ISMNI); Hellenic Osteoporosis Foundation (HELIOST)","Society/Association","Greece","https://www.ismni.org/jmni/","263","0.563","Q2 (Orthopedics and Sports Medicine)","77","No","","1108-7161"
"Journal of Nervous and Mental Disease","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/jonmd/pages/currenttoc.aspx","3405","0.618","Q2 (Psychiatry and Mental Health)","146","No","1539-736X","0022-3018"
"Journal of Neural Transmission","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/702","3245","1.205","Q1 (Neurology; Psychiatry and Mental Health)","138","No","1435-1463","0300-9564"
"Journal of Neuro-Oncology","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11060","3445","1.03","Q2 (Cancer Research; Neurology; Oncology)","147","No","1573-7373","0167-594X"
"Journal of Neuro-Ophthalmology","Sensory Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/jneuro-ophthalmology/Pages/currenttoc.aspx","3226","0.409","Q3 (Medicine; Neurology; Ophthalmology)","80","No","1070-8022",""
"Journal of Neurochemistry","Molecular and Cellular Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society for Neurochemistry","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14714159","2066","1.472","Q1 (Biochemistry)","273","No","1471-4159","0022-3042"
"Journal of Neurodevelopmental Disorders","Developmental Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://jneurodevdisorders.biomedcentral.com/","2854","1.25","Q1 (Cognitive Neuroscience; Neurology; Pathology and Forensic Medicine; Pediatrics, Perinatology and Child Health)","69","No","1866-1955","1866-1947"
"Journal of Neuroendocrinology","Neurophysiology","John Wiley & Sons","For-profit associated with a society","Hybrid","British Society for Neuroendocrinology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13652826","2126","1.507","Q1 (Cellular and Molecular Neuroscience; Endocrine and Autonomic Systems; Endocrinology; Endocrinology, Diabetes and Metabolism)","134","No","1365-2826","0953-8194"
"Journal of Neuroengineering and Rehabilitation","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://jneuroengrehab.biomedcentral.com/","2758","1.203","Q1 (Health Informatics; Rehabilitation)","137","No","1743-0003",""
"Journal of Neurogenetics","Neurogenetics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ineg20","2250","0.487","Q3 (Genetics)","45","No","1563-5260","0167-7063"
"Journal of Neuroimaging","Methods","John Wiley & Sons","For-profit associated with a society","Hybrid","American Society of Neuroimaging","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15526569","3202","0.924","Q1 (Medicine; Radiology, Nuclear Medicine and Imaging)","78","No","1552-6569","1051-2284"
"Journal of Neuroimmune Pharmacology","Neuroimmunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11481","3138","1.458","Q1 (Immunology; Immunology and Allergy; Neuroscience; Pharmacology)","99","No","1557-1904","1557-1890"
"Journal of Neuroimmunology","Neuroimmunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-neuroimmunology","2938","0.938","Q2 (Immunology; Immunology and Allergy; Neurology)","163","No","1872-8421","0165-5728"
"Journal of Neuroinflammation","Neuroimmunology","Springer Nature (BioMed Central)","For-profit","OA","","","Germany / UK","https://jneuroinflammation.biomedcentral.com/","3384","3.685","Q1 (Cellular and Molecular Neuroscience; Immunology; Neurology; Neuroscience)","189","No","1742-2094",""
"Journal of Neurolinguistics","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-neurolinguistics","3022","0.517","Q1 (Arts and Humanities; Linguistics and Language)","70","No","1873-8052","0911-6044"
"Journal of Neurologic Physical Therapy","Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","","","","Netherlands / USA","https://journals.lww.com/jnpt/pages/default.aspx","","0.85","Q1 (Physical Therapy, Sports Therapy and Rehabilitation; Rehabilitation)","72","No","1557-0584","1557-0576"
"Journal of Neurology","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/415","3278","1.64","Q1 (Neurology)","175","No","1432-1459","0340-5354"
"Journal of Neurology, Neurosurgery and Psychiatry","Clinical Neuroscience","BMJ Group","Non-profit","Hybrid","British Medical Association","Society/Association","UK","https://jnnp.bmj.com/","4780","2.931","Q1 (Neurology; Psychiatry and Mental Health; Surgery)","255","No","1468-330X","0022-3050"
"Journal of Neuropathology and Experimental Neurology","Clinical Neuroscience","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/jnen","632","1.337","Q1 (Medicine; Neurology; Pathology and Forensic Medicine)","187","No","1554-6578","0022-3069"
"Journal of Neurophysiology","Neurophysiology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiology Society (APS)","Society/Association","USA","https://journals.physiology.org/journal/jn","2807","0.828","Q2 (Neuroscience; Physiology)","279","No","1522-1598","0022-3077"
"Journal of Neuroscience","Generalist","Society for Neuroscience","Non-profit","Hybrid","Society for Neuroscience","Society/Association","USA","https://www.jneurosci.org/","3463","1.836","Q1 (Neuroscience)","528","No","1529-2401","0270-6474"
"Journal of Neuroscience Methods","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-neuroscience-methods","2756","0.788","Q2 (Neuroscience)","185","No","1872-678X","0165-0270"
"Journal of Neuroscience Research","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10974547","4305","1.071","Q2 (Cellular and Molecular Neuroscience)","187","No","1097-4547","0360-4012"
"Journal of Neuroscience, Psychology, and Economics","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/npe/","4109","0.43","Q2 (Business, Management and Accounting; Economics, Econometrics and Finance)","33","No","2151-318X","1937-321X"
"Journal of Neurotrauma","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","National Neurotrauma Society; European Neurotrauma Society; International Neurotrauma Society","Society/Association","USA","https://journals.sagepub.com/home/nrta","2977","1.329","Q1 (Neurology)","187","No","1557-9042","0897-7151"
"Journal of Neurovirology","Neuroimmunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/13365","2420","0.6","Q3 (Neurology; Virology)","101","No","1538-2443","1355-0284"
"Journal of Obsessive and Compulsive Related Disorders","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-obsessive-compulsive-and-related-disorders","2131","0.866","Q2 (Clinical Psychology; Psychiatry and Mental Health)","49","No","2211-3657","2211-3649"
"Journal of Ophthalmic and Vision Research","Sensory Neuroscience","KnE Open","For-profit associated with a society","OA","Research Institute for Ophthalmology and Vision Science, Shahid Beheshti University of Medical Sciences, Iran","University/Government","United Arab Emirates","https://kneopen.com/journal/jovr/","","0.585","Q2 (Ophthalmology)","48","No","2008-322X","2008-2010"
"Journal of Oral & Facial Pain and Headache","Pain","MRE Press","For-profit","Hybrid","","","Singapore","https://www.jofph.com/","1076","0.535","Q2 (Anesthesiology and Pain Medicine; Dentistry)","57","No","2333-0376","2333-0384"
"Journal of Pain Research","Pain","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/djpr20","3034","0.814","Q2 (Anesthesiology and Pain Medicine)","84","No","1178-7090",""
"Journal of Parkinson's Disease","Clinical Neuroscience","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/pkna","2392","1.535","Q1 (Cellular and Molecular Neuroscience; Neurology)","82","No","1877-718X","1877-7171"
"Journal of Pineal Research","Neurophysiology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1600079X","3167","1.802","Q1 (Endocrinology)","177","No","1600-079X","0742-3098"
"Journal of Psychiatric Research","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-psychiatric-research","2897","1.327","Q1 (Psychiatry and Mental Health)","180","No","1879-1379","0022-3956"
"Journal of Psychiatry and Neuroscience","Clinical Neuroscience","Canadian Science Publishing","Non-profit","OA","","","Canada","https://cdnsciencepub.com/journal/jpn","2001","1.378","Q1 (Medicine; Pharmacology; Psychiatry and Mental Health)","120","No","1488-2434","1180-4882"
"Journal of Psychoactive Drugs","Generalist","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/ujpd20","","0.7","Q2 (Medicine; Psychology)","80","No","2159-9777","0279-1072"
"Journal of Psychopharmacology","Generalist","Sage Publishing","For-profit associated with a society","Hybrid","British Association for Psychopharmacology","Society/Association","UK","https://journals.sagepub.com/home/jop","1321","1.683","Q1 (Medicine; Pharmacology; Psychiatry and Mental Health)","150","No","1461-7285","0269-8811"
"Journal of Psychophysiology","Neurophysiology","Hogrefe Publishing","For-profit","Hybrid","","","Germany","https://econtent.hogrefe.com/journal/jop","3000","0.417","Q3 (Neuropsychology and Physiological Psychology)","53","No","2151-2124","0269-8803"
"Journal of Psychosomatic Research","Generalist","Elsevier","For-profit associated with a society","Hybrid","European Association of Psychosomatic Medicine; International College of Psychosomatic Medicine","Society/Association","USA","https://www.sciencedirect.com/journal/journal-of-psychosomatic-research","3529","1.009","Q1 (Clinical Psychology)","190","No","1879-1360","0022-3999"
"Journal of Sleep Research","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","European Sleep Research Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13652869","1842","1.534","Q1 (Behavioral Neuroscience; Cognitive Neuroscience; Medicine)","152","No","1365-2869","0962-1105"
"Journal of Speech, Language, and Hearing Research","Sensory Neuroscience","American Speech-Language-Hearing Association (ASHA)","Non-profit","Hybrid","American Speech-Language-Hearing Association (ASHA)","Society/Association","USA","https://pubs.asha.org/journal/jslhr","1745","0.82","Q1 (Linguistics and Language; Speech and Hearing)","170","No","1558-9102","1092-4388"
"Journal of Spinal Cord Medicine","Clinical Neuroscience","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/yscm20","","0.539","Q3 (Neurology)","84","No","2045-7723","1079-0268"
"Journal of Sport and Exercise Psychology","Neurophysiology","Human Kinetics","For-profit associated with a society","Hybrid","North American Society for the Psychology of Sport and Physical Activity","Society/Association","USA","https://journals.humankinetics.com/view/journals/jsep/jsep-overview.xml","1813","0.86","Q2 (Applied Psychology; Sports Science)","129","No","1543-2904","0895-2779"
"Journal of Stroke","Clinical Neuroscience","Korean Stroke Society","Non-profit","OA diamond","Korean Stroke Society","Society/Association","Republic of Korea (South Korea)","https://www.j-stroke.org/","0","2.705","Q1 (Cardiology and Cardiovascular Medicine; Neurology)","61","No","2287-6405","2287-6391"
"Journal of Stroke and Cerebrovascular Diseases","Clinical Neuroscience","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/journal-of-stroke-and-cerebrovascular-diseases","2999","0.69","Q1 (Rehabilitation; Surgery)","89","No","1532-8511","1052-3057"
"Journal of Studies on Alcohol and Drugs","Addiction","Alcohol Research Documentation, Inc.","Non-profit","Hybrid","Rutgers University’s Center of Alcohol and Substance Use Studies","University/Government","USA","https://www.jsad.com/","3225","0.839","Q1 (Health)","145","No","1938-4114","1937-1888"
"Journal of Substance Use","Addiction","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ijsu20","664","0.341","Q3 (Health; Medicine)","39","No","1475-9942","1465-9891"
"Journal of Vision","Sensory Neuroscience","The Association for Research in Vision and Ophtalmology (ARVO)","Non-profit","OA","The Association for Research in Vision and Ophtalmology (ARVO)","Society/Association","USA","https://jov.arvojournals.org/","2081","0.733","Q2 (Ophthalmology; Sensory Systems)","144","No","1534-7362","1534-7362"
