"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Lymphology","Generalist/Classical Immunology","University of Arizona Libraries","University Press associated with a society","OA","International Society of Lymphology","Society/Association","USA","https://journals.librarypublishing.arizona.edu/lymph/","","0.47","Q3 (Hematology; Immunology and Allergy)","55","No","2522-7963","0024-7766"
"Malaria Journal","Immunopathology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://malariajournal.biomedcentral.com/","2386","1.326","Q1 (Infectious Diseases; Parasitology)","131","No","1475-2875",""
"Malaysian Journal of Pathology","Immunopathology","College of Pathologists, Academy of Medicine of Malaysia (AMM)","Non-profit","","College of Pathologists, Academy of Medicine of Malaysia (AMM)","","Malaysia","https://www.mjpath.org.my/","","0.285","Q3 (Medicine; Pathology and Forensic Medicine)","29","No","","0126-8635"
"Mediators of Inflammation","Inflammation","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/4792","1885","1.235","Q2 (Cell Biology; Immunology)","154","No","1466-1861","0962-9351"
"Medical Microbiology and Immunology","Clinical Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/430","2642","0.823","Q2 (Immunology; Immunology and Allergy; Medicine; Microbiology)","77","No","1432-1831","0300-8584"
"Medical Mycology","Clinical Immunology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/mmy","3974","0.721","Q1 (Veterinary)","115","No","1460-2709","1369-3786"
"Mediterranean Journal of Hematology and Infectious Diseases","Immunopathology","PAGEPress Publications","For-profit associated with a society","OA","Università Cattolica del Sacro Cuore","University/Government","Italy","https://www.mjhid.org/index.php/mjhid","459","0.539","Q3 (Hematology; Infectious Diseases)","47","No","2035-3006",""
"Microbial Drug Resistance","Immunopathology","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/microbial-drug-resistance/44/overview","2768","0.605","Q2 (Medicine)","80","No","1931-8448","1076-6294"
"Microbial Pathogenesis","Immunopathology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/microbial-pathogenesis","2485","0.936","Q2 (Infectious Diseases; Microbiology)","119","No","1096-1208","0882-4010"
"Microbiology Resource Announcements","Immunopathology","American Society for Microbiology (ASM)","Non-profit","OA","American Society for Microbiology","Society/Association","USA","https://journals.asm.org/journal/mra","1031","0.254","Q3 (Immunology and Microbiology)","51","No","2576-098X",""
"Microbiology and Immunology","Immunopathology","John Wiley & Sons","For-profit associated with a society","Hybrid","Japanese Society for Bacteriology; Japanese Society for Virology; Japanese Society for Host Defense Research","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13480421","2270","0.657","Q2 (Virology)","89","No","1348-0421","0385-5600"
"Molecular Immunology","Immunogenetics, Molecular and Cellular Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/molecular-immunology","3412","0.969","Q2 (Immunology; Molecular Biology)","160","No","1872-9142","0161-5890"
"Mucosal Immunology","Immunopathology","Springer Nature","For-profit associated with a society","Hybrid","Society for Mucosal Immunology","Society/Association","Germany / UK","https://www.nature.com/mi/","2114","3.089","Q1 (Immunology; Immunology and Allergy)","148","No","1935-3456","1933-0219"
"Mycopathologia","Immunopathology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11046","2644","0.705","Q1 (Agronomy and Crop Science; Plant Science; Veterinary)","93","No","1573-0832","0301-486X"
"Mycoses","Immunopathology","Elsevier","For-profit","Hybrid","","","Netherlands","https://onlinelibrary.wiley.com/journal/14390507","3290","0.85","Q1 (Dermatology)","95","No","1439-0507","0933-7407"
"Médecine Tropicale et Santé Internationale","Clinical Immunology","Société francophone de médecine tropicale et santé internationale","Non-profit","OA diamond","Société francophone de médecine tropicale et santé internationale (ancienne SPE)","Society/Association","France","https://revuemtsi.societe-mtsi.fr","0","0.222","Q3 (Pathology and Forensic Medicine)","44","No","2778-2034",""
"Médecine et Santé Tropicales","Clinical Immunology","John Libbey Eurotext","For-profit","","","","France","https://www.jle.com/fr/revues/mst/revue.phtml","","","","","No","",""
"Nature Immunology","Generalist/Classical Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/ni/","11072","11.131","Q1 (Immunology; Immunology and Allergy)","468","No","1529-2916","1529-2908"
"Nature Reviews Disease Primers","Immunopathology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nrdp/","","15.606","Q1 (Medicine)","236","No","2056-676X",""
"Nature Reviews Immunology","Generalist/Classical Immunology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nri/","","17.646","Q1 (Immunology; Immunology and Allergy; Medicine)","511","No","1474-1741","1474-1733"
"Neurobiology of Disease","Neuroimmunology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neurobiology-of-disease","4111","2.159","Q1 (Neurology)","206","No","1095-953X","0969-9961"
"Neuroimmunomodulation","Neuroimmunology","Karger Publishers","For-profit","OA","","","Switzerland","https://karger.com/NIM","2371","0.801","Q2 (Endocrinology; Neurology)","78","No","1423-0216","1021-7401"
"Neurology Neuroimmunology Neuroinflammation","Neuroimmunology","American Academy of Neurology Journals","Non-profit","OA","American Academy of Neurology Journals","","USA","https://www.neurology.org/journal/nxi","3248","2.4","Q1 (Neurology)","86","No","2332-7812",""
"Neuropathology","Neuroimmunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14401789","1421","0.538","Q2 (Medicine; Pathology and Forensic Medicine)","74","No","1440-1789","0919-6544"
"OncoImmunology","Immunooncology","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/journals/koni20","2641","2.438","Q1 (Immunology; Immunology and Allergy; Oncology)","134","No","2162-402X","2162-4011"
"PLOS Pathogens","Immunopathology","Public Library of Science (PLoS)","Non-profit","OA","","","USA","https://journals.plos.org/plospathogens","3133","1.932","Q1 (Genetics; Immunology; Microbiology; Molecular Biology; Parasitology; Virology)","274","No","1553-7374","1553-7366"
"Parasite","Parasitology","China Science Publishing & Media (EDP Sciences)","For-profit associated with a society","OA","French Society of Parasitology","Society/Association","China / France","https://www.parasite-journal.org/","1320","0.718","Q1 (Agricultural and Biological Sciences; Animal Science and Zoology; Insect Science; Parasitology; Veterinary)","62","No","1776-1042","1252-607X"
"Parasites, Hosts and Diseases","Parasitology","The Korean Society for Parasitology and Tropical Medicine","Non-profit","OA","The Korean Society for Parasitology and Tropical Medicine","Society/Association","Republic of Korea (South Korea)","https://www.parahostdis.org/index.php","","0.406","Q3 (Infectious Diseases; Parasitology)","54","No","2982-6799","2982-5164"
"Parasitology International","Parasitology","Elsevier","For-profit associated with a society","Hybrid","Japanese Society of Parasitology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/parasitology-international","2903","0.539","Q2 (Parasitology)","73","No","1873-0329","1383-5769"
"Plos Neglected Tropical Diseases","Immunopathology","Public Library of Science (PLoS)","Non-profit","OA","Public Library of Science (PLoS)","","USA","https://journals.plos.org/plosntds/","2901","1.29","Q1 (Infectious Diseases; Pharmacology, Toxicology and Pharmaceutics; Public Health, Environmental and Occupational Health)","182","No","1935-2735","1935-2727"
"Rapid Reviews\Infectious Diseases","Immunopathology","MIT Press","University Press","","","","USA","https://rrid.mitpress.mit.edu/","","","","","No","",""
"Retrovirology","Virology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://retrovirology.biomedcentral.com/","2345","1.355","Q1 (Infectious Diseases; Virology)","104","No","1742-4690",""
"Reviews in Medical Virology","Virology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10991654","3195","1.769","Q1 (Infectious Diseases; Virology)","115","No","1052-9276",""
"Sage Open Pathology","Immunopathology","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/patd","","0.452","Q2 (Pathology and Forensic Medicine)","20","No","3050-2098",""
"Science Immunology","Generalist/Classical Immunology","American Association for the Advancement of Science (AAAS)","Non-profit","Hybrid","American Association for the Advancement of Science","Society/Association","USA","https://www.science.org/journal/sciimmunol","1632","8.56","Q1 (Immunology; Immunology and Allergy)","136","No","2470-9468",""
"Seminars in Immunology","Generalist/Classical Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/seminars-in-immunology","2217","3.617","Q1 (Immunology; Immunology and Allergy)","160","No","1096-3618","1044-5323"
"Sexually Transmitted Diseases","Virology","Wolters Kluwer","For-profit associated with a society","Hybrid","American Sexually Transmitted Diseases Association (ASTDA)","Society/Association","Netherlands","https://journals.lww.com/stdjournal/pages/default.aspx","2883","0.809","Q1 (Dermatology)","118","No","1537-4521","0148-5717"
"Social Psychiatry and Psychiatric Epidemiology","Epidemiology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/127","3892","1.584","Q1 (Epidemiology; Health; Psychiatry and Mental Health; Social Psychology)","160","No","1433-9285","0933-7954"
"The AAPS Journal","Veterinary Immunology","Springer Nature","For-profit associated with a society","Hybrid","American Association of Pharmaceutical Scientists (AAPS)","Society/Association","Germany / UK","https://link.springer.com/journal/12248","3138","0.81","Q1 (Pharmaceutical Science)","141","No","1550-7416",""
"The American Journal of Pathology","Immunopathology","Elsevier","For-profit associated with a society","Hybrid","American Society for Investigative Pathology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/the-american-journal-of-pathology","2250","1.425","Q1 (Pathology and Forensic Medicine)","319","No","1525-2191","0002-9440"
"The American Journal of Tropical Medicine and Hygiene","Immunopathology","American Society of Tropical Medicine and Hygiene","Non-profit","Hybrid","American Society of Tropical Medicine and Hygiene","Society/Association","USA","https://www.ajtmh.org/","3397","0.674","Q2 (Infectious Diseases; Medicine; Parasitology; Virology)","178","No","1476-1645","0002-9637"
"The Brazilian Journal of Infectious Diseases","Immunopathology","Elsevier","For-profit associated with a society","OA","Brazilian Society of Infectious Diseases (SBI)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/the-brazilian-journal-of-infectious-diseases","1368","0.549","Q3 (Infectious Diseases; Microbiology)","62","No","1678-4391","1413-8670"
"The Journal of Heart Lung Transplantation","Transplant Immunology","Elsevier","For-profit associated with a society","Hybrid","International Society for Heart and Lung Transplantation","Society/Association","Netherlands","https://www.jhltonline.org/","3010","2.336","Q1 (Cardiology and Cardiovascular Medicine; Pulmonary and Respiratory Medicine; Surgery; Transplantation)","171","No","1557-3117","1053-2498"
"The Journal of Immunology","Generalist/Classical Immunology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Association of Immunologists","Society/Association","USA","https://journals.aai.org/jimmunol","2377","1.444","Q1 (Immunology; Immunology and Allergy)","433","No","1550-6606","0022-1767"
"The Journal of Infectious Diseases","Immunopathology","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/jid","3448","1.863","Q1 (Immunology and Allergy; Infectious Diseases)","293","No","1537-6613","0022-1899"
"The Journal of Parasitology","Parasitology","American Society of Parasitologists (ASP)","Non-profit","OA","American Society of Parasitologists (ASP)","Society/Association","USA","https://bioone.org/journals/journal-of-parasitology","1162","0.346","Q3 (Ecology, Evolution, Behavior and Systematics; Medicine; Parasitology)","108","No","1937-2345","0022-3395"
"The Journal of Pathology: Clinical Research","Immunopathology","John Wiley & Sons","For-profit associated with a society","OA","The Pathological Society of Great Britain and Ireland","Society/Association","UK","https://pathsocjournals.onlinelibrary.wiley.com/journal/20564538","2953","1.364","Q1 (Pathology and Forensic Medicine)","42","No","2056-4538","2056-4538"
"The Lancet HIV","Virology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.thelancet.com/journals/lanhiv/home","4577","4.757","Q1 (Epidemiology; Immunology; Infectious Diseases; Virology)","101","No","2352-3018",""
"The Lancet Infectious Diseases","Immunopathology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.thelancet.com/journals/laninf/home","5750","5.549","Q1 (Infectious Diseases)","317","No","1474-4457","1473-3099"
"The Lancet Microbe","Immunopathology","Elsevier","For-profit","OA","","","Netherlands","https://www.thelancet.com/journals/lanmic/home","5580","5.192","Q1 (Infectious Diseases; Microbiology; Virology)","67","No","2666-5247","2666-5247"
"Therapeutic Advances in Infectious Disease","Immunopathology","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/taia","","0.948","Q2 (Infectious Diseases; Pharmacology)","38","No","2049-937X","2049-9361"
"Ticks and tick-borne diseases","Immunopathology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/ticks-and-tick-borne-diseases","1957","1.007","Q1 (Infectious Diseases; Insect Science; Parasitology)","74","No","1877-9603","1877-959X"
"Toxicologic Pathology","Immunotoxicology","Sage Publishing","For-profit associated with a society","Hybrid","Society of Toxicologic Pathology; British Society of Toxicological Pathology; European Society of Toxicologic Pathology","Society/Association","USA","https://journals.sagepub.com/home/tpx","3025","0.572","Q2 (Pathology and Forensic Medicine)","134","No","1533-1601","0192-6233"
"Transboundary and Emerging Diseases","Immunopathology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/tbed","2543","0.865","Q1 (Veterinary)","100","No","1865-1682","1865-1674"
"Transplant Immunology","Transplant Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/transplant-immunology","3440","0.539","Q2 (Transplantation)","70","No","1878-5492","0966-3274"
"Transplant International","Transplant Immunology","Frontiers Media SA","For-profit associated with a society","OA","European Society for Organ Transplantation (ESOT)","Society/Association","Switzerland","https://www.frontierspartnerships.org/journals/transplant-international","2054","1.196","Q1 (Transplantation)","100","No","1432-2277","0934-0874"
"Transplantation","Transplant Immunology","Wolters Kluwer","For-profit associated with a society","OA","The Transplantation Society","Society/Association","Netherlands","https://journals.lww.com/transplantjournal/pages/default.aspx","3709","1.597","Q1 (Transplantation)","230","No","1534-6080","0041-1337"
"Transplantation Proceedings","Transplant Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/transplantation-proceedings","1646","0.297","Q3 (Surgery; Transplantation)","94","No","1873-2623","0041-1345"
"Transplantation Reviews","Transplant Immunology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/transplantation-reviews","2493","1.014","Q1 (Surgery; Transplantation)","59","No","1557-9816","0955-470X"
"Transplantation and Cellular Therapy","Transplant Immunology","Elsevier","For-profit associated with a society","Hybrid","American Society for Transplantation and Cellular Therapy","Society/Association","Netherlands","https://www.sciencedirect.com/journal/transplantation-and-cellular-therapy","3243","2.251","Q1 (Cell Biology; Hematology; Immunology and Allergy; Molecular Medicine; Transplantation)","152","No","2666-6367","2666-6375"
"Travel Medicine and Infectious Disease","Immunopathology","Elsevier","For-profit associated with a society","OA","Royal College of Physicians and Surgeons of Glasgow, the Latin American Society for Travel Medicine, the German Society for Tropical Medicine and International Health","Society/Association","Netherlands","https://www.sciencedirect.com/journal/travel-medicine-and-infectious-disease","2940","1.083","Q1 (Infectious Diseases; Public Health, Environmental and Occupational Health)","80","No","1873-0442","1477-8939"
"Trends in Immunology","Generalist/Classical Immunology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/trends/immunology","4053","4.398","Q1 (Immunology; Immunology and Allergy)","275","No","1471-4981","1471-4906"
"Trends in Parasitology","Parasitology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/trends-in-parasitology","3110","1.276","Q1 (Infectious Diseases; Parasitology)","179","No","1471-5007","1471-4922"
"Tumour Virus Research","Virology","Elsevier","For-profit associated with a society","OA","World Society for Virology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/tumour-virus-research","1049","1.693","Q1 (Infectious Diseases; Virology)","42","No","2666-6790","2666-6790"
"Vaccine","Vaccinology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/vaccine","3024","1.186","Q1 (Immunology and Microbiology; Infectious Diseases; Public Health, Environmental and Occupational Health; Veterinary)","230","No","1873-2518","0264-410X"
"Vector-borne and zoonotic diseases","Immunopathology","Sage Publishing (Mary Ann Liebert)","For-profit associated with a society","Hybrid","Society for Zoonotic Ecology and Epidemiology","Society/Association","USA","https://journals.sagepub.com/home/VBZ","2030","0.626","Q2 (Infectious Diseases; Virology)","94","No","1530-3667",""
"Veterinary Pathology","Veterinary Immunology","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/vet","2428","0.746","Q1 (Veterinary)","118","No","1544-2217","0300-9858"
"Viral Immunology","Virology","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/vim","3405","0.438","Q3 (Virology)","73","No","1557-8976","0882-8245"
"Virologica Sinica","Virology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/virologica-sinica","2330","1.201","Q1 (Infectious Diseases; Virology)","54","No","1995-820X","1674-0769"
"Virologie","Virology","John Libbey Eurotext","For-profit associated with a society","Hybrid","Société Française de Virologie","Society/Association","France","https://sfv-virologie.org/revue-virologie","333","0.17","Q4 (Infectious Diseases; Virology)","13","No","1950-6961","1267-8694"
"Virology","Virology","Elsevier","For-profit associated with a society","Hybrid","World Society for Virology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/virology","2920","0.717","Q2 (Virology)","206","No","1096-0341","0042-6822"
"Virology Journal","Virology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://virologyj.biomedcentral.com/","2410","1.021","Q1 (Infectious Diseases)","111","No","1743-422X",""
"Virulence","Virology","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/loi/kvir20","2875","1.632","Q1 (Immunology; Infectious Diseases; Microbiology; Parasitology)","109","No","2150-5608","2150-5594"
"Virus Evolution","Virology","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/ve","2736","1.57","Q1 (Microbiology; Virology)","51","No","2057-1577",""
"Virus Genes","Virology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11262","2554","0.541","Q2 (Medicine)","70","No","1572-994X","0920-8569"
"Virus Research","Virology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/virus-research","2300","0.829","Q2 (Infectious Diseases; Virology)","158","No","1872-7492","0168-1702"
"World Allergy Organization Journal","Allergy and Hypersensitivity","Elsevier","For-profit","OA","World Allergy Organization","","Netherlands","https://www.worldallergyorganizationjournal.org/","2454","1.225","Q1 (Pulmonary and Respiratory Medicine)","67","No","1939-4551","1939-4551"
"World Journal of Microbiology and Biotechnology","Immunopathology","Springer Nature","For-profit associated with a society","Hybrid","International Union of Microbiological Societies (IUMS)","Society/Association","Germany / UK","https://link.springer.com/journal/11274","200","0.909","Q1 (Applied Microbiology and Biotechnology; Medicine)","133","No","1573-0972","0959-3993"
"Xenotransplantation","Transplant Immunology","John Wiley & Sons","For-profit associated with a society","Hybrid","International Xenotransplantation Association","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13993089","1994","0.99","Q2 (Immunology; Transplantation)","74","No","1399-3089","0908-665X"
"npj Vaccines","Vaccinology","Springer Nature","For-profit","OA","Sealy Center for Vaccine Development at the University of Texas Medical Branch","","Germany / UK","https://www.nature.com/npjvaccines","3861","2.282","Q1 (Immunology; Infectious Diseases; Pharmacology)","63","No","2059-0105",""
