Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Journal of Assisted Reproduction and Genetics,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Atmospheric Chemistry,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Autism and Developmental Disorders,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Automated Reasoning,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Journal of Banking Regulation,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Banking and Financial Technology,Springer Nature,Hybrid,,1790,2190,2290,2390,2390
Journal of Behavioral Education,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Behavioral Medicine,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Big Data,Springer Nature,OA,,1290,1290,1490,1690,1690
Journal of Big Data Analytics in Transportation,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Journal of Bio- and Tribo-Corrosion,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Bioeconomics,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Bioenergetics and Biomembranes,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Bioethical Inquiry,Springer Nature,Hybrid,2480,3060,3060,2990,3190,3190
Journal of Biological Engineering,Springer Nature,OA,1870,1990,1890,2090,2190,2190
Journal of Biological Physics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Biological Research-Thessaloniki,Springer Nature,OA,1690,1480,1690,,,1690
Journal of Biomedical Semantics,Springer Nature,OA,1570,1060,1290,1290,1190,1190
Journal of Biomolecular NMR,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Journal of Bionic Engineering,Springer Nature,Hybrid,2040,2570,2190,2390,2390,2390
Journal of Biosystems Engineering,Springer Nature,Hybrid,,2570,2190,2290,2490,2490
Journal of Brand Management,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Building Pathology and Rehabilitation,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Journal of Business Cycle Research,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Journal of Business Economics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Business Ethics,Springer Nature,Hybrid,2040,2570,2590,2690,2690,2690
Journal of Business and Psychology,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Journal of Cancer Education,Springer Nature,Hybrid,2040,2170,2590,2690,2690,2690
Journal of Cancer Research and Clinical Oncology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Cancer Survivorship,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Cardiothoracic Surgery,Springer Nature,OA,1990,2040,1990,1990,2090,2090
Journal of Cardiovascular Magnetic Resonance,Springer Nature,OA,2030,2170,2170,2170,2290,2290
Journal of Cardiovascular Translational Research,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Cell Communication and Signaling,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Journal of Central South University,Springer Nature,Hybrid,,,2570,2570,2690,2690
Journal of Chemical Crystallography,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Chemical Ecology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Cheminformatics,Springer Nature,OA,1540,1630,1690,1790,1790,1790
Journal of Child & Adolescent Trauma,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Child and Family Studies,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Chinese Political Science,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Civil Structural Health Monitoring,Springer Nature,Hybrid,2040,2170,2590,2690,2890,2890
Journal of Classification,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Clinical Immunology,Springer Nature,Hybrid,2990,3060,3580,3690,3690,3690
Journal of Clinical Monitoring and Computing,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Journal of Clinical Movement Disorders,Springer Nature,OA,1790,1790,1990,,,1990
Journal of Clinical Psychology in Medical Settings,Springer Nature,Hybrid,2040,2170,2590,2690,2490,2490
Journal of Cloud Computing,Springer Nature,OA,860,860,1060,1140,1190,1190
Journal of Cluster Science,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Coastal Conservation,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Coatings Technology and Research,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Cognitive Enhancement,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Combinatorial Optimization,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Communications and Information Networks,Springer Nature,Hybrid,1790,,,,,1790
Journal of Community Genetics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Community Health,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Journal of Comparative Physiology A,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Comparative Physiology B,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Computational Electronics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Computational Neuroscience,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Computational Social Science,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Journal of Computer Science and Technology,Springer Nature,Hybrid,,2170,2190,2290,2290,2290
Journal of Computer Virology and Hacking Techniques,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Computer-Aided Molecular Design,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Journal of Computers in Education,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Computing in Higher Education,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Congenital Cardiology,Springer Nature,OA,1390,1390,1570,,,1570
Journal of Consumer Policy,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Consumer Protection and Food Safety,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Contemporary Psychotherapy,Springer Nature,Hybrid,2040,2170,2590,2690,2890,2890
"Journal of Control, Automation and Electrical Systems",Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Crop Science and Biotechnology,Springer Nature,Hybrid,,2570,2590,2690,2690,2690
Journal of Cross-Cultural Gerontology,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Cryptographic Engineering,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Journal of Cryptology,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Cultural Cognitive Science,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Cultural Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
"Journal of Data, Information and Management",Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Journal of Developmental and Life-Course Criminology,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Developmental and Physical Disabilities,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Dharma Studies,Springer Nature,Hybrid,1790,1790,2190,2290,2390,2390
Journal of Diabetes & Metabolic Disorders,Springer Nature,Hybrid,1790,1790,2590,2590,2690,2690
Journal of Digital Imaging,Springer Nature,Hybrid,2480,3060,3060,3190,3190,3190
Journal of Dynamic Behavior of Materials,Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Journal of Dynamical and Control Systems,Springer Nature,Hybrid,2040,2570,2590,2690,2690,2690
Journal of Dynamics and Differential Equations,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Earth Science,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of East Asian Linguistics,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Eating Disorders,Springer Nature,OA,1060,1180,1390,1590,1690,1690
Journal of Echocardiography,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Journal of Ecology and Environment,Springer Nature,OA,1745,1745,1690,,,1690
Journal of Economic Growth,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Journal of Economic Interaction and Coordination,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Economics and Finance,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
"Journal of Economics, Race, and Policy",Springer Nature,Hybrid,1790,1790,2190,2290,2390,2390
Journal of Educational Change,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Elasticity,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Electric Propulsion,Springer Nature,OA,,,,1060,1090,1090
Journal of Electrical Engineering & Technology,Springer Nature,Hybrid,,2570,2190,2290,2490,2490
Journal of Electroceramics,Springer Nature,Hybrid,2480,2570,2590,2390,2390,2390
Journal of Electronic Materials,Springer Nature,Hybrid,2480,2170,2190,2290,2490,2490
Journal of Electronic Testing,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Elliptic and Parabolic Equations,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Endocrinological Investigation,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Engineering Mathematics,Springer Nature,Hybrid,2480,2480,2480,2480,2480,2480
Journal of Environmental Health Science and Engineering,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Environmental Studies and Sciences,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
Journal of Epidemiology and Global Health,Springer Nature,OA,,,,1890,1990,1990
Journal of Ethnobiology and Ethnomedicine,Springer Nature,OA,2040,2170,2190,2390,2590,2590
Journal of Ethology,Springer Nature,Hybrid,2480,2480,2480,2390,2490,2490
Journal of Evolution Equations,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Evolutionary Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Experimental & Clinical Cancer Research,Springer Nature,OA,2680,2790,2790,2890,2890,2890
Journal of Experimental Criminology,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Experimental Orthopaedics,Springer Nature,OA,1425,1690,1690,1790,1790,1790
Journal of Exposure Science & Environmental Epidemiology,Springer Nature,Hybrid,2990,3060,3580,3690,3890,3890
Journal of Failure Analysis and Prevention,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Family Violence,Springer Nature,Hybrid,2040,2170,2590,2690,2790,2790
Journal of Family and Economic Issues,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Journal of Fetal Medicine,Springer Nature,Hybrid,2480,2570,2590,2690,,2690
Journal of Financial Services Marketing,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Financial Services Research,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Journal of Fixed Point Theory and Applications,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Flow Chemistry,Springer Nature,Hybrid,2480,2570,2190,2190,2390,2390
Journal of Fluorescence,Springer Nature,Hybrid,2480,3060,3060,2990,3090,3090
Journal of Food Measurement and Characterization,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Food Science and Technology,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Journal of Foot and Ankle Research,Springer Nature,OA,1745,1870,2090,2090,2290,2290
Journal of Forestry Research,Springer Nature,Hybrid,2040,2040,2040,2190,2290,2290
Journal of Formative Design in Learning,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Fourier Analysis and Applications,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Journal of Fusion Energy,Springer Nature,Hybrid,2480,2170,2590,2590,2790,2790
Journal of Gambling Studies,Springer Nature,Hybrid,2040,2170,2590,2590,2390,2390
Journal of Gastroenterology,Springer Nature,Hybrid,3490,3580,3580,3690,3690,3690
Journal of Gastrointestinal Cancer,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Gastrointestinal Surgery,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of General Internal Medicine,Springer Nature,Hybrid,2990,3580,3580,3580,3790,3790
Journal of General Plant Pathology,Springer Nature,Hybrid,2480,2480,2480,2590,2690,2690
Journal of Genetic Counseling,Springer Nature,Hybrid,2480,,,,,2480
Journal of Geodesy,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Geographical Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Geographical Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Geometry,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Geovisualization and Spatial Analysis,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Global Entrepreneurship Research,Springer Nature,Hybrid,,2170,2190,2190,2290,2290
Journal of Global Optimization,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Grid Computing,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Happiness Studies,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Hardware and Systems Security,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
"Journal of Health, Population and Nutrition",Springer Nature,OA,1745,1790,1890,1990,2090,2090
Journal of Healthcare Informatics Research,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Journal of Hematology & Oncology,Springer Nature,OA,2890,3170,3380,3590,3690,3690
Journal of Hematopathology,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Journal of Heuristics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Homotopy and Related Structures,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Housing and the Built Environment,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Human Genetics,Springer Nature,Hybrid,3490,3580,3580,3690,3990,3990
Journal of Human Hypertension,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Journal of Human Rights and Social Work,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Hydrodynamics,Springer Nature,Hybrid,2040,2570,2190,2290,2390,2390
Journal of Iberian Geology,Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Journal of Immigrant and Minority Health,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Inclusion Phenomena and Macrocyclic Chemistry,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Indian Council of Philosophical Research,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Indian Philosophy,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Industrial Microbiology & Biotechnology,Springer Nature,Hybrid,2480,2570,2590,,,2590
Journal of Industrial and Business Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
"Journal of Industry, Competition and Trade",Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Inequalities and Applications,Springer Nature,OA,1180,1290,1290,1490,1590,1590
Journal of Inflammation,Springer Nature,OA,2170,2290,2290,2490,2690,2690
Journal of Information Technology,Springer Nature,Hybrid,2480,,,,,2480
"Journal of Infrared, Millimeter, and Terahertz Waves",Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Journal of Infrastructure Preservation and Resilience,Springer Nature,OA,,1200,1190,1190,1190,1190
Journal of Inherited Metabolic Disease,Springer Nature,Hybrid,2990,,,,,2990
Journal of Innovation and Entrepreneurship,Springer Nature,OA,885,885,1190,1190,1240,1240
Journal of Inorganic and Organometallic Polymers and Materials,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Journal of Insect Behavior,Springer Nature,Hybrid,2040,2570,2590,2590,2590,2590
Journal of Insect Conservation,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Intelligent & Robotic Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Intelligent Information Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Intelligent Manufacturing,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Journal of Intensive Care,Springer Nature,OA,,,,1990,2090,2090
Journal of International Business Policy,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Journal of International Business Studies,Springer Nature,Hybrid,2200,3060,3060,3190,3390,3390
Journal of International Entrepreneurship,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of International Humanitarian Action,Springer Nature,OA,,,,690,690,690
Journal of International Migration and Integration,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Internet Services and Applications,Springer Nature,OA,885,960,1190,,,1190
Journal of Interventional Cardiac Electrophysiology,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Journal of Iron and Steel Research International,Springer Nature,Hybrid,2040,2570,2190,2290,2490,2490
Journal of Labor Research,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Leather Science and Engineering,Springer Nature,OA,1000,,,,,1000
"Journal of Logic, Language and Information",Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Low Temperature Physics,Springer Nature,Hybrid,2480,2170,2190,2290,2490,2490
Journal of Mammalian Evolution,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Journal of Mammary Gland Biology and Neoplasia,Springer Nature,Hybrid,2990,3060,3060,2990,,2990
Journal of Mammary Gland Biology and Neoplasia,Springer Nature,OA,,,,,2990,2990
Journal of Management Control,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Management and Governance,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Marine Science and Application,Springer Nature,Hybrid,1790,1790,2590,2690,2790,2790
Journal of Marine Science and Technology,Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Journal of Maritime Archaeology,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Journal of Marketing Analytics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Material Cycles and Waste Management,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Materials Engineering and Performance,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
Journal of Materials Research,Springer Nature,Hybrid,,,2415,2590,2590,2590
Journal of Materials Science,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Materials Science: Materials in Electronics,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Materials Science: Materials in Medicine,Springer Nature,OA,,,1820,1820,1890,1890
Journal of Materials Science: Materials in Medicine,Springer Nature,Hybrid,2480,2570,2590,,,2590
Journal of Mathematical Biology,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Journal of Mathematical Chemistry,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Mathematical Fluid Mechanics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Mathematical Imaging and Vision,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Mathematical Sciences,Springer Nature,Hybrid,,,,2390,2490,2490
Journal of Mathematics Teacher Education,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Journal of Mathematics in Industry,Springer Nature,OA,1100,1060,1190,1190,1190,1190
Journal of Maxillofacial and Oral Surgery,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Medical Case Reports,Springer Nature,OA,1790,1870,1990,2190,2290,2290
Journal of Medical Humanities,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Medical Systems,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Medical Toxicology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Medical Ultrasonics,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Journal of Medical and Biological Engineering,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Membrane Computing,Springer Nature,Hybrid,1790,1790,2190,2290,2390,2390
Journal of Meteorological Research,Springer Nature,Hybrid,,2170,2570,2570,2690,2690
Journal of Micro-Bio Robotics,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Journal of Molecular Evolution,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Journal of Molecular Histology,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Molecular Medicine,Springer Nature,Hybrid,3490,3060,3060,3060,3290,3290
Journal of Molecular Modeling,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Journal of Molecular Neuroscience,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Mountain Science,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Muscle Research and Cell Motility,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Journal of Nanobiotechnology,Springer Nature,OA,2170,2290,2390,2590,2690,2690
Journal of Nanoparticle Research,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Nanostructure in Chemistry,Springer Nature,Hybrid,,2170,2590,2690,2690,2690
Journal of Natural Medicines,Springer Nature,Hybrid,2990,3060,3060,3060,3390,3390
Journal of Nephrology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Journal of Network and Systems Management,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Journal of Neural Transmission,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Neuro-Oncology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of NeuroEngineering and Rehabilitation,Springer Nature,OA,2170,2290,2390,2590,2790,2790
Journal of NeuroVirology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Neurodevelopmental Disorders,Springer Nature,OA,1990,2040,2190,2290,2290,2290
Journal of Neuroimmune Pharmacology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Neuroinflammation,Springer Nature,OA,2170,2380,2590,2790,2890,2890
Journal of Neurology,Springer Nature,Hybrid,2990,2990,2990,3090,3290,3290
Journal of Nondestructive Evaluation,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Nonlinear Mathematical Physics,Springer Nature,OA,,,,1060,1090,1090
Journal of Nonlinear Science,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Nonverbal Behavior,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Journal of Nuclear Cardiology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Occupational Medicine and Toxicology,Springer Nature,OA,1990,2040,2190,2190,2290,2290
Journal of Occupational Rehabilitation,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Journal of Ocean Engineering and Marine Energy,Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Journal of Ocean University of China,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Journal of Oceanography,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Journal of Oceanology and Limnology,Springer Nature,Hybrid,,2170,2190,2190,2190,2190
Journal of Ophthalmic Inflammation and Infection,Springer Nature,OA,1450,1450,1450,1590,1790,1790
Journal of Optics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Optimization Theory and Applications,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Organization Design,Springer Nature,Hybrid,,,2170,2290,2390,2390
Journal of Ornithology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthop�die,Springer Nature,Hybrid,,2240,2380,2490,2590,2590
Journal of Orthopaedic Surgery and Research,Springer Nature,OA,1990,2040,1990,2190,2390,2390
Journal of Orthopaedics and Traumatology,Springer Nature,OA,1745,2040,2290,2390,2390,2390
Journal of Otolaryngology - Head & Neck Surgery,Springer Nature,OA,1745,1870,2090,2190,2390,2390
Journal of Outdoor and Environmental Education,Springer Nature,Hybrid,1790,1790,2190,2190,2190,2190
Journal of Ovarian Research,Springer Nature,OA,1990,2040,2190,2390,2590,2590
Journal of Packaging Technology and Research,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Paleolimnology,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Paleolithic Archaeology,Springer Nature,Hybrid,1790,1790,2190,2090,2290,2290
Journal of Parasitic Diseases,Springer Nature,Hybrid,,2570,2590,2590,2690,2690
Journal of Patient-Reported Outcomes,Springer Nature,OA,1220,1290,1290,1490,1490,1490
Journal of Pediatric Endoscopic Surgery,Springer Nature,Hybrid,,1790,2190,2090,2190,2190
Journal of Pediatric Neuropsychology,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Peridynamics and Nonlocal Modeling,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Journal of Perinatology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Pest Science,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Journal of Petroleum Exploration and Production Technology,Springer Nature,OA,,,,1570,1690,1690
Journal of Pharmaceutical Health Care and Sciences,Springer Nature,OA,1810,1870,1870,1990,2090,2090
Journal of Pharmaceutical Innovation,Springer Nature,Hybrid,2990,2570,2590,2690,2690,2690
Journal of Pharmaceutical Investigation,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Pharmaceutical Policy and Practice,Springer Nature,OA,1870,1990,1990,1990,1990,1990
Journal of Pharmacokinetics and Pharmacodynamics,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Journal of Phase Equilibria and Diffusion,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Journal of Philosophical Logic,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Journal of Physiological Anthropology,Springer Nature,OA,1620,1620,1620,1190,1240,1240
Journal of Physiology and Biochemistry,Springer Nature,Hybrid,2990,2570,3060,3190,3190,3190
Journal of Plant Biochemistry and Biotechnology,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Journal of Plant Biology,Springer Nature,Hybrid,2480,2570,2590,2490,2690,2690
Journal of Plant Diseases and Protection,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Journal of Plant Growth Regulation,Springer Nature,Hybrid,2990,2570,2590,2590,2690,2690
Journal of Plant Pathology,Springer Nature,Hybrid,2480,2170,2190,2290,2490,2490
Journal of Plant Research,Springer Nature,Hybrid,2480,2480,2480,2590,2690,2690
Journal of Police and Criminal Psychology,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Policy Practice and Research,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Journal of Polymer Research,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Journal of Polymers and the Environment,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Journal of Population Ageing,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Journal of Population Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Population Research,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Journal of Porous Materials,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Journal of Power Electronics,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Journal of Prevention,Springer Nature,Hybrid,,,,2690,2790,2790
Journal of Productivity Analysis,Springer Nature,Hybrid,2040,2170,2190,2390,2290,2290
Journal of Proteins and Proteomics,Springer Nature,Hybrid,,2570,2190,2290,2390,2390
Journal of Pseudo-Differential Operators and Applications,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Journal of Psycholinguistic Research,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Journal of Psychopathology and Behavioral Assessment,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
